aaa	工艺
srt	歌舞升平
sru	攀亲
srv	2
srw	可操作性
srx	棉纺
sry	柝
ssa	禁区
ssb	根本出路在于
ssc	2
ssd	根本原因
sse	禁用
ssf	林场
ssg	禁毒
ssh	禁止
ssi	桃李满天下
ssj	木星
ssk	木器
ssl	榃
ssm	梦见
ssn	根本性
sso	麓
ssp	村村寨寨
ssq	禁锢
ssr	机械手
sss	木
sst	植树造林
ssu	林立
ssv	栩栩如生
ssw	棼
ssx	梦幻
ssy	机械设备
sta	☆
stb	格子
std	栝
ste	梅县
stf	杵
stg	想得到
sth	想入非非
sti	植物油
stj	梸
stk	枝繁叶茂
stl	覆辙
stm	栴
stn	可靠性
sto	相适应
stp	可乘之隙
stq	杯盘狼藉
str	2
sts	醉生梦死
stt	本科生
stu	覆盖
stw	机务段
stx	本系统
sty	柇
sua	西装革履
sub	样子
sud	覆盖面
sue	椾
suf	西北地区
sug	柆
suh	顶头上司
sui	栤
suj	标准时
suk	样品
sul	机关团体
sum	2
sun	可塑性
suq	西北角
sur	相关技术
sus	榇
sut	楌
suu	西北部
suv	槏
suw	本单位
sux	样张
suy	极端主义
sva	樳
svb	根子
svc	楖
sve	概貌
svf	要地
svg	要求
svh	要目
svi	根源
svj	要紧
svk	柖
svl	椔
svm	2
svo	根底
svp	要案
svq	桚
svr	概括
svs	要想
svt	要么
svu	要闻
svv	榋
svw	要人
svy	概论
swa	机工
swb	枞阳
swc	检验
swd	机耕
swe	2
swf	机场
swg	栓
swh	机具
swi	检举
swj	机电
swk	枪口
swl	松软
swm	2
swn	槌
swo	枪炮
swp	机密
swq	橙色
swr	机制
sws	检查
swt	机身
swu	检疫
swv	机灵
sww	枞
swx	机组
swy	朲
sxa	2
sxb	2
sxc	2
sxd	相比而言
sxf	－
sxg	梯级开发
sxi	2
sxj	柫
sxm	2
sxn	杛
sxo	2
sxq	2
sxr	檰
sxs	楷模
sxt	2
sxu	核弹头
sxv	2
sxw	机组人员
sxx	枇
sxy	㭃
sya	校花
syb	柱子
syc	核试验
syd	校友
sye	西方舆论界
syf	校址
syg	校正
syh	2
syk	椋
syl	檩
syn	核心
syo	〢
syp	核实
syq	橠
syr	西方的价值观
sys	⑾
syt	校长
syu	榜首
syv	本该如此
syw	杭
syx	核弹
syy	术语
taa	各项工作
tab	升降
tac	2
tad	簸
tae	升腾
taf	长城
tag	箧
tah	篚
tai	长沙
taj	繁荣昌盛
tak	笸
tal	䅦
tam	篝
tan	长期性
tao	长度
tap	升空
taq	长久
tar	长年
tas	升格
tat	长期稳定
tau	长期斗争
tav	彻
taw	筮
tax	私营经济
tay	牫
tbb	㐌
tbd	向隅而泣
tbe	2
tbf	䇯
tbg	翻了一番
tbh	自卫战争
tbi	篜
tbk	2
tbl	2
tbm	笜
tbn	䄬
tbo	等出席
tbp	迤
tbr	得出的
tbs	自卫权
tbt	透彻
tbu	透着
tbw	透风
tbx	2
tby	透亮
tca	私营
tcb	私了
tcc	智勇双全
tcd	知难而进
tcf	径直
tcg	私下
tch	2
tcj	2
tck	秮
tcl	2
tcm	2
tcn	私心
tco	2
tcp	2
tcq	2
tcr	敌对势力
tct	私利
tcu	私立
tcw	智能化
tcy	很难说
tda	矩
tdb	造成了
tdc	敌对
tdd	科研成果
tde	智力
tdf	重大进展
tdg	秙
tdh	第三步
tdi	籍
tdj	刮
tdk	知
tdl	笼罩
tdm	辞典
tdn	稽
tdo	适度
tdp	适宜
tdq	鸹
tdr	重大的
tds	科研机构
tdt	筹
tdu	辞
tdv	辞退
tdw	矬
tdx	矧
tdy	知识
tea	艨
teb	艋
tec	舥
ted	盘古
tee	艘
tef	智力支持
teg	䄴
teh	船上
tei	艄
tej	艒
tek	舯
tel	稻田
tem	舢
ten	务必
teo	艔
tep	笾
teq	租金
ter	竻
tes	舾
tet	牞
teu	艏
tev	舠
tew	船
tex	航线
tey	舫
tfa	特区
tfb	选取
tfc	移动通信
tfd	
tfe	选用
tff	玍
tfg	特殊
tfh	㸩
tfi	科教兴国
tfj	竿
tfk	造
tfl	德国
tfm	选购
tfn	毯
tfo	第二炮兵
tfp	迁
tfq	选
tfr	先后
tfs	选票
tft	先生
tfu	穑
tfw	奥运会
tfx	等级
tfy	告诉
tga	管理工作
tgb	第一阶段
tgc	重叠
tgd	重大
tge	管理办法
tgf	行动
tgg	行政
tgh	惩
tgi	物理学
tgj	穗
tgk	衙
tgl	甥
tgm	箦
tgn	征收
tgo	行业
tgp	行家
tgq	行销
tgr	管理制度
tgs	秣
tgt	＿
tgu	生产
tgv	重建
tgw	每一个
tgx	第一线
tgy	征文
tha	重点工程
thb	鼻子
thc	怎能
thd	臭
the	延边
thf	䇛
thg	䄳
thh	衢
thi	算法
thj	算是
thk	牌号
thl	劓
thm	彼岸
thn	自己
tho	延庆
thp	延安
thq	自销
thr	自制
ths	版本
tht	自身
thu	自尊
thv	重点建设
thw	延伸
thx	自强
thy	自豪
tia	毛泽东
tib	臭小子
tic	短波通信
tid	稍有
tie	筲
tif	科学地
tig	衍
tih	重温旧梦
tii	长江流域
tij	篞
tik	长江口
til	生活困难
tim	科学内涵
tin	自觉性
tio	微波炉
tip	科学实验
tiq	长治久安
tir	科学技术
tis	航海模型
tit	香港特别行政区
tiu	科学普及
tiv	血流如注
tiw	科学化
tix	选举结果
tiy	长沙市
tja	身临其境
tjb	得了
tjd	乍暖还寒
tje	得力
tjf	微量元素
tjg	筛
tjh	馡
tji	利润
tjj	馤
tjk	得逞
tjl	利国
tjn	复发
tjo	透明度
tjp	复赛
tjq	得名
tjr	得失
tjs	稞
tjt	犁
tju	利益
tjv	千里迢迢
tjw	得分
tjx	箟
tjy	复议
tka	积蓄
tkb	各队
tkd	积压
tke	和县
tkf	㕿
tkg	程
tkh	㸪
tki	特别注意
tkj	和煦
tkk	和顺
tkl	积累
tkm	筼
tkn	和局
tko	各类
tkp	复员军人
tkq	各色
tkr	和气
tks	种植
tkt	各自
tku	和亲
tkv	种群
tkw	雒
tkx	特别强调
tky	和谈
tla	自圆其说
tlb	血防
tlc	笝
tld	甶
tle	血腥
tlf	盉
tlg	箅
tli	血汗
tlk	备足
tll	䉪
tlm	簤
tln	衄
tlo	备料
tlp	备案
tlq	囱
tlr	我国的
tls	管辖权
tlt	第四季度
tlu	积累资金
tlv	备好
tlw	备份
tlx	血缘
tly	备课
tma	身世
tmb	向阳
tmd	射
tme	行贿受贿
tmf	稠
tmg	牰
tmh	身上
tmi	微小
tmj	㟀
tmk	靠山吃山
tml	秧田
tmm	微山
tmn	向导
tmo	微粒
tmp	稠密
tmq	笕
tmr	向后
tms	向西
tmt	奥秘
tmu	向前
tmv	微妙
tmw	身份
tmx	微弱
tmy	身高
tna	物尽其用
tnb	乐队
tnd	黎民百姓
tne	知心朋友
tnf	特快专递
tng	乐于
tnh	犌
tni	自民党
tnk	徫
tnl	乐园
tnm	乐山
tnn	䄫
tno	乐业
tnp	秘密
tnr	税收制度
tns	徇情枉法
tnt	秘书长
tnu	乐章
tnw	身心健康
tnx	身怀绝技
tny	各民主党派
toa	䉀
tob	䣋
toc	适应能力
tod	行业不正之风
toe	延庆县
tof	秋雨
tog	翻开
toh	2
toi	循序渐进
toj	稥
tol	番
tom	㡑
ton	悉
too	彻底粉碎
toq	秋色
tor	秋后
tot	翻番
tou	翻阅
tov	媝
tow	翻修
tox	彻底结束
toy	翻译
tpa	知之甚多
tpb	牸
tpc	2
tpd	重视不够
tpe	秾
tpf	先富起来
tpg	管理
tph	稳定上升
tpi	航空学院
tpj	䈿
tpk	垂帘听政
tpl	私家车
tpm	2
tpn	稳定局势
tpr	航空兵
tps	笑容可掬
tpt	稽察特派员
tpu	管道
tpw	航空公司
tpx	航空母舰
tpy	簶
tqa	彽
tqb	自负盈亏
tqd	奥尔布赖特
tqe	稳妥
tqf	移栽
tqg	物理
tqi	物流
tqj	衡量
tqk	称号
tql	稳固
tqn	重金属
tqo	物料
tqp	自然灾害
tqq	物色
tqr	笏
tqs	复印机
tqt	黧
tqu	自然资源
tqv	筝
tqw	物体
tqx	䆋
tqy	移交
tra	箝
trb	我院
trc	筢
trd	科技成果
tre	科技力量
trf	科技进步
trg	䄸
trh	㸫
tri	科技兴农
trj	程控电话
trk	复制品
trl	科技界
trm	物质财富
trn	科技情报
trp	选拔赛
trq	籀
trr	我所
trs	我校
trt	科技管理
tru	科技奖
trv	2
trw	我们
trx	鹅
try	程控交换机
tsa	重要贡献
tsb	条子
tsc	很可能
tsd	积极态度
tsf	＾
tsg	徆
tsh	㣔
tsi	䈾
tsj	重要影响
tsk	笴
tsl	积极因素
tsm	条幅
tsn	重要性
tsp	䉘
tsq	籕
tsr	积极的
tss	重要标志
tst	重要条件
tsu	重要意义
tsv	2
tsw	条例
tsx	重要组成部分
tsy	重要讲话
tta	牧区
ttb	牛鼻子
ttc	积重难返
ttd	篷
tte	笑脸
ttf	牦
ttg	
tth	笮
tti	长篇小说
ttj	往往是
ttk	笔顺
ttl	丿
ttm	䉠
ttn	夂
tto	各种类型
ttp	自我完善
ttq	笔名
ttr	短短的
tts	息息相关
ttt	彳
ttu	特等奖
ttv	自身建设
ttw	管委会
tty	秝
tua	生产工艺
tub	生产队
tuc	重头戏
tud	生产厂家
tue	生产力
tuf	科
tug	剩下
tuh	生产上
tui	简洁
tuj	螽
tuk	简史
tul	乘车
tun	向前发展
tup	科室
tuq	得道多助
tur	科技
tus	乘机
tut	税务
tuu	简单
tuv	乐善好施
tuw	简便
tux	剩
tuy	税率
tva	复杂劳动
tvb	2
tvc	穊
tvd	稳如泰山
tve	簋
tvf	很坏
tvg	犍
tvi	很少
tvj	很早
tvk	委员
tvl	犣
tvm	2
tvn	复杂性
tvp	重建家园
tvq	很久
tvr	复杂的
tvs	2
tvt	很重
tvu	怎好意思
tvv	委婉
tvw	复杂化
tvx	很弱
tvy	征婚启事
twa	剩余劳动力
twb	行使职权
twc	我们欢迎
twd	我们有
twe	身体力行
twf	各个地区
twg	答
twh	物价上涨
twi	黍
twj	答题
twk	长途跋涉
twl	我们国家
twm	长途贩运
twn	签发
two	答应
twp	签字
twq	每分钟
twr	我们希望
tws	我们相信
twt	生命科学
twu	筹集资金
twv	処
tww	各个领域
twx	生命线
twy	稔
txa	第七
txb	入乡随俗
txc	2
txd	敏感
txe	每月
txf	第十
txg	第一
txh	䇙
txi	各级党委
txj	利比里亚
txl	各级团组织
txm	䈫
txn	繁忙
txq	敏锐
txr	每年
txt	敏
txu	每次
txv	繁杂
txw	系统集成
txx	秕
txy	毓
tya	特效药
tyb	自谋职业
tyc	勶
tyd	千方百计
tyf	入境
tyg	往来
tyh	入睡
tyi	汆
tyj	往里
tyk	篙
tyl	往回
tym	入内
tyn	犏
tyo	入库
typ	简言之
tyq	入狱
tyr	入手
tys	笔记本电脑
tyt	牥
tyu	知识产权保护
tyv	备忘录
tyw	各族人民
tyx	自主经营
tyy	德高望重
uaa	辛勤劳动
uab	并联
uac	瓶颈
uad	并不
uae	并用
uaf	并未
uag	冮
uah	冴
uai	并举
uaj	竎
uak	瘽
ual	新世界
uam	奠基典礼
uan	并发
uap	痨
uaq	㿃
uar	并按
uas	新花样
uat	总工程师
uau	并立
uav	剙
uaw	总工会
uax	冻结
uay	并请
ubb	2
ubc	2
ubd	普降大雨
ube	凝聚力
ubf	普及教育
ubg	普降瑞雪
ubh	问及此事
ubi	逆流
ubk	疖
ubp	立陶宛
ubq	闻名
ubr	2
ubt	逆
ubu	逆差
ubw	新陈代谢
ubx	2
uby	普及率
uca	痛苦
ucc	䦤
ucd	美观大方
ucf	闯进
ucg	闯
uch	2
ucj	2
uck	痛哭
ucl	2
ucm	2
ucn	痛快
uco	凴
ucp	2
ucq	冶金
ucr	痛斥
uct	闯入
ucu	疤痕
ucw	竣
ucx	2
ucy	普通话
uda	关切
udb	郑
udc	决不能
udd	㽽
ude	头脑
udf	状元
udg	㓈
udh	痞
udi	
udj	并不是
udk	减员
udl	送回
udm	卷曲
udn	关心
udo	准确度
udp	闼
udq	关键
udr	瓣
uds	辣椒
udt	意大利
udu	状况
udv	减退
udw	决不会
udx	送给
udy	辩
uea	前世
ued	前面
uee	剪彩
uef	前进
ueg	前来
ueh	痈
uei	瘦小
uej	剪
uek	痂
uem	剪贴
uen	头脑发热
ueo	前座
uep	阌
ueq	前夕
uer	前后
ues	2
uet	前身
ueu	㒸
uev	剪刀
uew	瘐
uex	剪纸
uey	前言
ufa	辛苦
ufb	养老院
ufc	养鸡
ufd	䦌
ufe	新老用户
uff	痔
ufg	养殖
ufh	竍
ufi	冰雪消融
ufj	凌晨
ufk	閈
ufl	装车
ufm	美元贬值
ufn	痣
ufo	㸉
ufp	凌空
ufq	斗争
ufr	装卸
ufs	装机
uft	装备
ufu	关起门来
ufv	半封建
ufw	凌
ufx	首都经济
ufy	养育
uga	羡慕
ugb	着陆
ugc	羧
ugd	闩
uge	瘃
ugf	美元
ugg	善于
ugh	着
ugi	美学
ugj	判
ugk	癞
ugl	阑
ugm	羰
ugn	翔
ugo	羔
ugp	美军
ugq	羝
ugr	
ugs	着想
ugt	着重
ugu	羡
ugv	凄
ugw	病人
ugx	痍
ugy	美方
uha	㿖
uhc	站台
uhd	痱
uhe	2
uhg	前些天
uhh	着眼点
uhi	2
uhj	并非易事
uhk	䇂
uhn	㾎
uho	2
uhp	2
uhq	送旧迎新
uhr	冷战后
uhs	冷眼相看
uht	疲惫
uhu	阔步前进
uhw	新旧体制
uhx	冷战结束后
uhy	新旧交替
uia	首当其冲
uic	2
uid	资源丰富
uie	䇌
uif	普法教育
uig	冰球
uih	2
uii	㽷
uij	2
uik	阔叶
uil	产油国
uim	冰雕
uip	闛
uir	前清后欠
uis	冰柜
uit	冰箱
uiu	冰冷
uiv	2
uix	2
uiy	立党为公
uja	章节
ujb	间隙
ujc	2
ujd	意愿
uje	尊师爱生
ujf	章
ujg	音速
ujh	头晕目眩
uji	痋
ujj	问题是
ujk	意味
ujl	意思
ujm	韶山
ujn	童心
ujo	前景广阔
ujp	阅览室
ujq	竭
ujr	童年
ujs	㾧
ujt	意向
uju	韶关
ujv	间杂
ujw	新时代
ujy	意义
uka	总共
ukb	部队
ukc	总能
ukd	总厂
uke	冲毁
ukf	总裁
ukg	总理
ukh	总督
uki	总汇
ukj	问题
ukk	闾
ukl	新中国
ukm	总帐
ukn	总局
uko	产品数量
ukp	总额
ukq	竞
ukr	兑换
uks	剖析
ukt	新品种
uku	总部
ukw	总体
ukx	总结
uky	冲剂
ula	兽医
ulb	部署了
ulc	2
uld	曾在
ule	曾用
ulf	单干
ulg	痹
ulh	2
ulj	曾
ulk	閳
ull	美国国务卿
ulm	2
uln	曾以
ulp	前车之鉴
ulq	单色
ulr	单打
uls	单机
ult	单身
ulu	单产
ulw	单个
ulx	曾经
uly	曾为
uma	癑
umb	2
umc	2
umd	㾄
ume	㾶
umf	㾆
umg	凒
umi	閴
umj	2
umk	閊
uml	2
umn	意见书
ump	2
umq	2
umr	2
ums	2
umt	意见和要求
umu	弊病
umv	2
umw	端坐
umx	2
umy	凋谢
una	首发式
unb	决出
und	新局面
ung	新发现
unh	决战
uni	半壁江山
unj	2
unk	决口
unm	2
unn	决心
unp	决赛
unq	前怕狼后怕虎
unr	关心的
uns	2
unt	总收入
unu	并发症
unv	关心群众
unw	瘳
uny	总书记
uoa	塑料薄膜
uob	普陀
uoc	判断能力
uod	塑料厂
uog	产业政策
uoh	2
uoi	疢
uoj	普照
uok	2
uom	2
uon	2
uoo	资料库
uop	资料完整
uoq	2
uor	塑料制品
uot	2
uou	普兰
uow	产业集团
uox	病魔缠身
uoy	普京
upa	2
upb	决定了
upc	2
upe	竩
upf	冲突地区
upg	2
uph	䦡
upi	新安江
upl	痛定思痛
upm	2
upn	决定性
upq	㽸
ups	决赛权
upt	差额选举
upv	2
upw	决定作用
upx	㾃
upy	2
uqa	将其
uqb	养儿防老
uqc	竞争能力
uqd	㾣
uqe	资助
uqf	竞争者
uqg	凎
uqh	头昏眼花
uqi	资源
uqj	关键时刻
uqk	瓷器
uqm	资金周转
uqn	关键性
uqo	次数
uqp	盗窃
uqq	奖金
uqr	)
uqs	桨
uqt	〓
uqu	曾多次
uqv	竫
uqw	次
uqx	2
uqy	疚
ura	总后勤部
urb	2
urc	㽿
urd	新的历史条件下
ure	意气用事
urf	闻所未闻
urg	总的来说
uri	闎
url	2
urn	新年快乐
uro	2
urp	2
urq	瘣
urr	总指挥部
urs	新技术产业
urt	间接税
uru	总投资额
urv	兿
urw	意气风发
urx	2
ury	总的说来
usa	新药
usb	闲聊
usd	新春
use	新股
usf	新增
usg	遵
ush	亲眼
usi	新兴
usj	新星
usk	閅
usl	美术界
usn	新书
usp	奠定
usq	新鲜
usr	新的
uss	半机械化
ust	尊重
usu	新闻
usv	新娘
usw	新华
usx	新颖
usy	资本市场
uta	产区
utb	产出
utc	道德观念
utd	痴
ute	閁
utf	首都
utg	关系到
uth	道
uti	产生深远影响
utj	产量
utk	产品
utl	䦗
utm	关系网
utn	首届
uto	首席
utp	关系密切
utq	产销
utr	新科技
uts	首先要
utt	首先
utu	首次
utv	产妇
utw	首创
utx	亲身经历
uty	道义
uua	新闻工作
uub	新闻出版
uud	闁
uuf	立志
uug	竝
uuh	2
uui	北冰洋
uuj	癔
uuk	新产品
uul	瘅
uum	2
uun	新闻发言人
uuo	首次应邀
uup	半决赛
uuq	闭关锁国
uur	阅兵
uus	阐述
uut	资产管理公司
uuu	新闻单位
uuv	新闻媒体
uuw	总产值
uuy	立刻
uvc	2
uvd	兼有
uve	兼办
uvf	美好未来
uvg	亲如一家
uvh	2
uvj	2
uvl	2
uvm	2
uvo	兼
uvp	妆容
uvq	2
uvr	亲如手足
uvs	2
uvt	美好生活
uvu	歉意
uvv	2
uvw	闲杂人员
uvx	2
uwa	疫苗
uwb	益阳
uwc	准予
uwd	立体感
uwe	半个月
uwf	冷却
uwg	阕
uwh	总体上
uwi	闪光
uwj	准时
uwk	病从口入
uwl	蠲
uwn	瘊
uwo	总人数
uwp	新华社记者
uwq	产供销
uwr	飒
uws	冷酷
uwt	新途径
uwu	阀门
uwv	鴗
uww	痊愈
uwx	准绳
uwy	閄
uxa	冀东
uxb	凝聚
uxd	背面
uxe	癌细胞
uxf	新纪元
uxg	丠
uxh	递
uxi	新经济
uxj	曾经是
uxk	弟兄
uxl	总编辑
uxn	背心
uxo	䉾
uxp	凝视
uxq	背包
uxr	总结报告
uxs	北票
uxt	凝重
uxu	北美
uxv	新纪录
uxw	总结会
uxx	孳
uxy	北方
uya	辛亥革命
uyb	北京卫戍区
uyd	誾
uye	咨询服务
uyf	北方地区
uyg	疰
uyh	并肩战斗
uyi	新方法
uyj	北京电视台
uyk	门口
uyl	递交国书
uym	凉山
uyn	普遍性
uyo	门类
uyp	北京军区
uyq	凛然
uyr	普遍推广
uys	á
uyt	咨询委员会
uyu	门诊部
uyv	㾗
uyw	瘀
uyx	差旅费
uyy	门诊
vaa	嬺
vac	2
vad	娸
vae	2
vaf	姏
vag	如获至宝
vah	姫
vai	2
vaj	㛭
vak	嫨
val	㜴
vam	媖
van	媟
vao	2
vas	2
vat	嫕
vau	孏
vav	㝷
vaw	媒介
vax	2
vba	2
vbb	好孩子
vbc	娵
vbd	好奇
vbe	好用
vbf	好坏
vbg	㛅
vbh	媸
vbi	好汉
vbj	2
vbk	好听
vbm	2
vbn	好书
vbp	娘子军
vbq	好象
vbr	好看
vbs	㛆
vbt	好处
vbu	好意
vbv	好好
vbw	好像
vbx	妇孺皆知
vby	好话
vca	暨
vcb	孥
vcc	既能
vcd	砮
vce	努力
vcf	2
vcg	始末
vch	2
vci	怒江
vcj	即时
vck	怒吼
vcl	即墨
vcm	胬
vcn	妑
vco	怒火
vcp	始祖
vcr	拏
vcs	既要
vct	娭
vcu	即将
vcv	奴隶
vcw	即便
vcx	始终
vcy	即刻
vdb	2
vdd	2
vde	姷
vdf	好大喜功
vdg	妬
vdh	妦
vdk	2
vdl	2
vdm	媔
vdn	好奇心
vdq	娔
vdr	好帮手
vds	怒不可遏
vdu	嫴
vdv	姑姑
vdw	娇艳欲滴
vdx	2
vdy	2
vea	恳切
veb	嫂子
vec	2
ved	退还
vef	退款
veg	媛
vei	努力学习
vej	2
vek	㚳
vem	嬹
ven	退居
veo	2
vep	嫒
veq	婗
ver	退换
ves	婇
vet	退役
veu	姐弟
vev	姐姐
vew	退化
vex	㜎
vey	恳请
vfa	彟
vfc	妘
vfd	群起而攻之
vff	九十二
vfg	九十五
vfh	娬
vfi	寻常
vfj	妌
vfk	寻呼
vfl	寻思
vfn	嬦
vfo	2
vfp	嬄
vfq	妧
vfr	九十年代
vfs	妙趣横生
vft	媎
vfu	嫱
vfv	妹妹
vfw	女士们
vfy	九十六
vga	㛞
vgb	建院
vgc	2
vgd	建厂
vge	婧
vgf	㚥
vgg	建于
vgh	退一步说
vgi	建党
vgj	姮
vgk	嫩
vgl	婳
vgm	姉
vgn	2
vgo	召开座谈会
vgp	建军
vgq	煭
vgr	建制
vgs	建树
vgt	建造
vgu	召开新闻发布会
vgv	嫉恶如仇
vgw	九一八事变
vgx	嫊
vgy	建议
vha	嫭
vhb	2
vhc	2
vhd	婔
vhe	2
vhf	2
vhg	賮
vhk	㚲
vhl	2
vho	2
vhp	2
vhs	2
vhu	2
vhv	媫
vhx	2
vib	剥削阶级
vic	2
vid	既没有
vie	娋
vif	2
vih	好学上进
vii	剥削
vij	剥
vim	2
vin	隶属
vip	嫦
vir	录制
vit	录入
viu	录音
viw	刀光剑影
vja	2
vjc	2
vjd	好景不长
vje	2
vjf	娌
vjg	群星璀璨
vjh	媢
vji	巢湖
vjl	嫚
vjn	2
vjo	2
vjp	2
vjr	2
vjs	剿
vjt	2
vju	2
vjv	妒贤嫉能
vjw	2
vjy	如是说
vka	如东
vkb	邵阳
vkc	如能
vkd	恕不
vke	劭
vkf	叴
vkg	娱
vkh	如上
vkj	如是
vkk	嬠
vkm	如同
vkn	好吃懒做
vkp	如实
vkq	㚾
vks	桇
vkv	2
vkw	如今
vkx	如约
vky	女中豪杰
vlc	2
vld	婟
vle	媦
vlf	嫼
vlg	嬛
vlk	2
vll	2
vln	巡回展示
vlo	2
vlr	巤
vls	2
vlt	2
vlu	2
vlx	姻缘
vly	2
vmb	2
vmc	2
vmd	婩
vme	2
vmf	姌
vmg	娉
vmh	帇
vmk	2
vml	2
vmm	孆
vmn	2
vmp	2
vmq	2
vmr	2
vms	2
vmt	2
vmu	2
vmw	孈
vmx	2
vnb	刀子
vnc	2
vnd	退避三舍
vne	2
vnf	㚨
vng	彐
vnh	媚
vni	㜨
vnj	2
vnk	媁
vnl	2
vnm	2
vnn	巛
vno	2
vnp	2
vnq	2
vnt	娓
vnu	怒发冲冠
vnv	好心好意
vnw	好心人
voa	嫬
vob	2
voc	灵验
vod	灵寿
voe	2
vof	㛇
vog	2
voh	2
vok	妒火中烧
vol	2
voo	嬫
vop	㜆
vos	嫲
vot	灵敏
vou	嬚
vov	嫝
vow	彛
voy	2
vpa	建军节
vpb	2
vpc	2
vpd	2
vpf	㛡
vpg	嫁祸于人
vpj	好容易
vpk	2
vpl	巡逻
vpm	䢜
vpn	嬣
vpo	㛽
vpp	巡礼
vpq	妉
vpr	嫁接
vpt	巡航
vpv	廵
vpw	㚮
vpx	婉约
vpy	既定方针
vqa	婚期
vqc	2
vqd	㜣
vqe	2
vqg	好逸恶劳
vqh	2
vqk	姁
vql	2
vqm	嫓
vqr	忍饥挨饿
vqs	2
vqt	㚹
vqu	婚前
vqv	既然如此
vqw	如狼似虎
vqx	2
vqy	妁
vra	2
vrb	2
vre	2
vrf	2
vrg	姤
vrh	姩
vri	逮捕法办
vrj	2
vrk	2
vrl	女扮男装
vrn	2
vro	2
vrp	2
vrs	2
vrv	2
vry	嬓
vsa	建材工业
vsc	2
vsd	2
vse	2
vsf	杂志
vsg	灵机一动
vsh	㜀
vsi	2
vsj	㜤
vsl	2
vsm	2
vsn	2
vsp	寻根究底
vsr	杂质
vst	杂乱
vsu	杂音
vsv	嫖娼
vsw	杂念
vsy	杂文
vta	群英
vtb	建筑队
vtc	2
vtd	妖
vte	九月
vtf	九十
vtg	九万
vth	妰
vti	娱乐活动
vtj	群星
vtk	君
vtm	姠
vtn	姊
vto	灵敏度
vtq	群岛
vtr	娇气
vtt	九千
vtu	姑息养奸
vtv	建筑群
vtw	群体
vtx	好处费
vty	九州
vua	妇产医院
vuc	2
vud	婘
vue	嫺
vuf	㛨
vug	录音带
vuh	2
vui	2
vuj	嬂
vuk	婄
vum	2
vun	2
vuo	2
vuq	2
vur	寻章摘句
vus	录音机
vut	馗
vuv	嫉妒
vuw	㜋
vux	嫌疑
vva	妇女节
vvb	女孩
vvc	2
vvd	婚姻大事
vve	2
vvf	女士
vvg	奻
vvi	娽
vvj	2
vvk	㜉
vvl	2
vvo	2
vvp	奴隶社会
vvq	妇女儿童
vvr	女兵
vvs	2
vvt	妇科
vvu	女将
vvv	妇女
vvw	妇人
vvx	妇女组织
vvy	女郎
vwa	群众工作
vwb	2
vwc	妐
vwd	2
vwe	2
vwf	群众运动
vwg	群众来信
vwh	2
vwi	群众举报
vwj	即便是
vwk	媬
vwm	2
vwn	娰
vwo	2
vwq	如坐针毡
vwr	她们的
vws	㛊
vwt	群众生活
vwu	好几次
vwv	妢
vww	召集人
vwy	群众文化
vxa	2
vxb	2
vxd	始终不渝的
vxe	2
vxf	2
vxh	2
vxi	2
vxj	始终是
vxk	2
vxl	2
vxm	2
vxo	2
vxp	2
vxs	2
vxw	嫌疑人
vxx	媘
vxy	娹
vya	妖言惑众
vyb	2
vyc	㛩
vyd	建设有中国特色的社会主义
vye	㛄
vyf	建言献策
vyg	建设事业
vyh	2
vyi	丸
vyj	2
vyk	婛
vyl	妙语连珠
vyn	妒
vyo	2
vyp	建设祖国
vyq	女主角
vyr	2
vys	2
vyt	妫
vyu	建设部
vyv	奿
vyw	妔
vyx	㜅
vyy	婉言谢绝
waa	侙
wab	公共卫生
wad	代码
wae	借用
waf	垡
wag	代表
wah	任期目标责任制
wai	公共汽车
waj	偃
wak	借口
wal	全世界的
wam	偀
wan	借书
waq	僭
war	供热
was	供述
wat	人工智能
wau	化工部
wav	2
waw	代价
wax	借给
way	代
wba	保卫工作
wbb	作出了
wbc	2
wbd	仍不
wbf	仍未
wbg	佴
wbh	仍旧
wbi	创举
wbj	仍是
wbk	2
wbm	㑁
wbn	创收
wbo	仓库
wbq	保险金
wbr	作出的
wbs	保障机制
wbt	创造
wbu	创立
wbv	作出努力
wbw	创作
wbx	保险费
wby	化险为夷
wca	公式
wcb	凤阳
wcc	傪
wcd	公布
wce	公用
wcf	公元
wcg	公开
wci	公演
wcj	风驰电掣
wck	佁
wcl	公署
wcn	公司
wco	傌
wcp	公害
wcq	兊
wcr	公报
wcs	颂歌
wct	侔
wcu	殳
wcv	2
wcw	傩
wcx	公约
wcy	仏
wda	分布式
wdb	伌
wdd	优厚
wde	全面加强
wdf	优越
wdg	仨
wdh	颂古非今
wdi	人大常委会
wdj	佰
wdk	传感器
wdl	2
wdm	侕
wdn	全面发展
wdo	集成度
wdp	全面实现
wdq	全面解决
wdr	优质
wds	低成本
wdt	俦
wdu	优美
wdv	全面建设
wdw	俸
wdx	全面贯彻落实
wdy	㐲
wea	使用范围
web	使用了
wec	俷
wed	使用不当
wef	优胜者
weg	借助于
weh	信用卡
wej	伽师
wek	代用品
wel	2
wen	使用情况
weo	2
wep	僢
weq	佣金
wer	使用手册
wes	倸
wet	保加利亚
weu	人力资源
wew	创办人
wex	傒
wey	合肥市
wfa	会期
wfb	付出
wfc	伎
wfd	伟大
wff	侍
wfg	仕
wfh	仠
wfi	佘
wfj	癷
wfk	舒
