AAAA	工
DOVK	磄
DOWE	百廢俱興
DOXI	硝煙彌漫
DOYD	礦產資源
DOYY	不應該
DPAD	不定期地
DPAF	不定期地
DPAG	大禍臨頭
DPAN	石家莊市
DPAV	確切的
DPAW	研究工作
DPAY	石家莊市
DPBN	确定了
DPBP	研究院
DPDC	硡
DPDJ	研究成果
DPDK	磍
DPDS	不寒而栗
DPDY	不容否認
DPEK	百家爭鳴
DPER	有禮貌
DPFB	故宮博物院
DPFI	碂
DPGF	大家表示
DPGG	碹
DPGH	碇
DPGM	礗
DPGY	大家一致認為
DPIP	大禮堂
DPIS	大運河
DPIT	遼寧省
DPJG	大容量
DPKK	在實踐中
DPKM	研究員
DPKN	研究中心
DPLG	大客車
DPLX	不容置疑
DPMM	確山
DPNN	面容憔悴
DPNT	太空飛行
DPOF	石家庄市
DPOG	確鑿的證據
DPOT	大家庭
DPOW	確應
DPOY	石家庄市
DPPG	研究室
DPPH	不實之處
DPPQ	不祥之兆
DPPT	不祥之物
DPPX	確實是
DPPY	不實之詞
DPQB	碗
DPQE	丰富多彩
DPQP	不容忽視
DPRA	不容樂觀
DPRG	不容抵賴
DPRN	研究所
DPRQ	有害的
DPRU	有害無益
DPRX	確定無疑
DPSC	太空梭
DPSP	大案要案
DPSS	研究机构
DPTF	長安街
DPTG	研究生
DPTK	碦
DPTR	有害物質
DPTW	大字符集五筆字型軟件
DPUF	長官意志
DPUL	研究部署
DPUO	成家立業
DPUU	確立了
DPVT	百家姓
DPWA	硿
DPWG	研究會
DPWH	在社會上
DPWI	䃰
DPWK	確保
DPWY	確
DPXN	砣
DPYJ	研究課題
DPYT	不容許
DPYV	確認
DPYW	確診
DPYX	破案率
DQAJ	碈
DQAK	克難
DQAS	磔
DQAT	三金工程
DQAU	不解其意
DQAV	确切的
DQAY	砥
DQBT	克隆
DQDB	硊
DQDF	兣
DQDJ	兡
DQDO	磁鐵礦
DQDP	成名成家
DQDQ	兢兢业业
DQDR	大包大攬
DQDT	古色古香
DQDY	䃫
DQEB	克服困难
DQEE	勊
DQET	勀
DQFG	大包干
DQFI	尅
DQFK	兙
DQFN	砲聲
DQFQ	砸鍋賣鐵
DQGA	三角形
DQGF	不急于
DQGJ	克東
DQGW	不負責任
DQHH	大名鼎鼎
DQHP	泰然處之
DQHQ	不多見
DQIB	胡錦濤指出
DQIF	鬍錦濤
DQIL	春色滿園
DQIY	三角洲
DQJK	剋
DQJT	克星
DQKF	㚚
DQLG	面包車
DQLL	砲轟
DQLR	大多數人的
DQLV	大多數人
DQLW	大多數人的
DQLY	不負眾望
DQMM	克山
DQNN	砲
DQNT	耐久性
DQNU	不久以前
DQNX	有錯必糾
DQOO	砲火
DQOY	䂹
DQPG	确定
DQPO	不解之迷
DQPX	不解之緣
DQQM	不鏽鋼
DQQN	有色金屬
DQQU	奓
DQQW	䃢
DQRH	砍掉
DQRK	克扣
DQRM	克制
DQRP	有名無實
DQRT	砲手
DQRU	克拉
DQRY	不然的話
DQTA	泰然自若
DQTB	奅
DQTF	兛
DQTL	破鏡重圓
DQTN	兞
DQTP	不夠重視
DQTQ	大錯特錯
DQTU	不外乎
DQUE	不久前
DQUU	确立了
DQVH	碀
DQVN	砍刀
DQWA	砍伐
DQWE	大獲全勝
DQWF	百儿八十
DQWG	三角債
DQWJ	大煞風景
DQWK	确保
DQWS	不包分配
DQWT	有色人种
DQWV	兝
DQWY	砍
DQXK	砲彈
DQYF	灰色市場
DQYL	磂
DQYN	有錯就改
DQYT	三句話不離本行
DQYW	不急於
DRAE	大白菜
DRAF	原著
DRAH	原鹽
DRAK	有所區別
DRAQ	在所難免
DRBB	原子
DRBG	百無聊賴
DRBJ	原陽
DRBM	研制出
DRBR	大打出手
DRBW	大掃除
DRCY	㼋
DRDA	研制成功
DRDD	百看不厭
DRDE	原有
DRDG	礫石
DRDJ	百年不遇
DRDM	有所不同
DRDN	研制成
DRDR	不折不扣
DRDU	大操大辦
DRDY	不卑不亢
DRER	原貌
DRFB	原地區
DRFE	有所增加
DRFH	碷
DRFL	原載
DRGA	原型
DRGG	大提琴
DRGJ	原理
DRGR	三反五反
DRGS	不拘一格
DRGU	原平
DRGW	克拉瑪依
DRHA	原處
DRHW	磃
DRII	原
DRIM	願
DRIS	䃯
DRIT	不拘小節
DRIW	有所準備
DRIY	硃
DRJF	原野
DRJG	有的是
DRJS	不失時機
DRKK	爽口
DRLD	原因
DRLE	成年累月
DRLG	大無畏
DRLY	不失眾望
DRMG	愿同
DRMH	原由
DRMJ	原則上
DRMK	厒
DRML	䀇
DRMM	長白山
DRNH	原裝
DRNN	爽快
DRNS	有無必要
DRNU	有所改善
DROA	原煤
DROJ	原糧
DROU	原料
DRPD	有所突破
DRPG	原定
DRPP	不白之冤
DRPR	百年之后
DRPT	原審
DRPV	百年之好
DRQC	磈
DRQG	厄瓜多爾
DRQK	原名
DRRE	有氣無力
DRRM	礩
DRRO	鷞
DRRR	爽快
DRRW	不擇手段
DRRX	大拇指
DRRY	有所提高
DRSG	原本
DRSI	大排檔
DRSP	面授机宜
DRSS	碑林
DRSU	原樣
DRSW	原來
DRTC	厲兵秣馬
DRTD	原籍
DRTF	碑
DRTH	原版
DRTQ	原物
DRTR	不打自招
DRTV	原委
DRTW	有失身份
DRTY	原稿
DRUG	原判
DRUJ	愿意
DRUW	盛气凌人
DRVC	磤
DRWH	大气候
DRWN	不近人情
DRWQ	硬質合金
DRWS	原價
DRWT	原件
DRWU	原位
DRWV	秦皇島
DRWW	成年人
DRXE	成年組
DRXS	礫石
DRXX	成反比
DRYG	原主
DRYN	愿望
DRYT	礉
DRYV	爽朗
DRYW	大年夜
DRYX	鬍攪蠻纏
DRYY	原文
DSAE	奇功
DSAH	不要緊
DSAK	奇觀
DSAM	在本世紀內
DSAR	奇葩
DSBJ	不可限量
DSBR	不可阻擋
DSCE	有可能
DSCH	不可預見
DSCK	奇台
DSCR	不可能的
DSDF	有權有勢
DSDH	不可不
DSDN	大可不必
DSDP	古來有之
DSDR	有根有据
DSDS	大模大樣
DSDY	不可否認
DSEL	不可勝數
DSEO	有机肥料
DSET	在校學生
DSEW	不要臉
DSFG	不相干
DSFI	磦
DSFN	奇志
DSFP	克格勃
DSFT	奇才
DSGA	不可一世
DSGB	克林頓
DSGG	砵
DSGJ	盛極一時
DSGK	奇事
DSHG	不相上下
DSHT	成本上升
DSIE	大材小用
DSIJ	大西洋聯盟
DSIU	大西洋联盟
DSJF	磹
DSJG	碴
DSJM	奇遇
DSJY	奇景
DSKC	攲
DSKE	不可戰勝
DSKF	奇迹
DSKG	砢
DSKH	奇蹟般地
DSKI	砥柱中流
DSKJ	剞
DSKK	㚡
DSKM	䫑
DSKO	鵸
DSKW	欹
DSLA	奇異
DSLV	存欄數
DSLY	不可思議
DSMT	奇峰
DSNA	奇异
DSNC	奇怪
DSNF	不可避免地
DSNQ	不可避免地
DSNR	不可收拾
DSOI	不可磨滅
DSOO	大本營
DSOU	原材料
DSPW	不相容
DSQP	不可忽視
DSQS	古樹名木
DSQT	不可多得
DSRI	不可缺少
DSRK	有本質區別
DSRM	奇缺
DSRN	不可掉以輕心
DSRR	不可抗拒
DSSD	硬梆梆
DSSH	礎
DSSJ	暦
DSSQ	不可想象
DSST	成本核算
DSSU	㚞
DSSY	厯
DSTE	不相稱
DSTF	奇特
DSTG	在校生
DSTO	大相徑庭
DSTP	歷來重視
DSTR	不可動搖
DSTW	不可告人
DSTY	不來往
DSUB	奇聞怪事
DSUD	太极拳
DSUE	奇襲
DSUL	不可逆轉
DSUX	大西北
DSUY	不可開交
DSVI	奇妙
DSWC	硹
DSWD	有机合成
DSWF	不可逾越
DSWJ	不可估量
DSWO	不可偏廢
DSWQ	不可侵犯
DSWS	成本分析
DSWW	䂾
DSXJ	不可終日
DSXW	有機結合
DSYN	不可言狀
DSYO	奇談怪論
DSYY	不要忘記
DTAA	不等式
DTAE	三等功
DTAH	䂫
DTAJ	大智若愚
DTAL	面向世界
DTAM	在短期內
DTAN	矺
DTAV	厇
DTAW	不乏其人
DTBH	邦
DTBN	砤
DTBU	故障
DTBW	歷險
DTDC	故友
DTDD	不复存在
DTDE	成竹在胸
DTDF	三生有幸
DTDH	不得不
DTDJ	硚
DTDK	礄
DTDM	故而
DTDT	不得而知
DTDU	有利有弊
DTDW	有很大的關係
DTDY	長篇大論
DTEC	䃑
DTEJ	有生力量
DTEL	䃲
DTEN	原動力
DTEO	大動肝火
DTER	大動脈
DTFA	大動干戈
DTFB	故地重游
DTFD	故城
DTFF	故土
DTFG	厜
DTFH	故址
DTFK	硞
DTFM	礸
DTFQ	不動聲色
DTFS	面向未來
DTFT	不知去向
DTFX	䂷
DTGD	不知天高地厚
DTGF	有利于
DTGG	在特殊情況下
DTGJ	㸴
DTGK	故事片
DTGL	大循環
DTGQ	三千万
DTGR	大筆一揮
DTGU	三番五次
DTGV	不得勁
DTHA	成千上萬
DTHF	砟
DTHG	成千上万
DTHP	硟
DTHX	故此
DTIA	大街小巷
DTIF	歷法
DTIH	在生活上
DTIK	在生活中
DTIY	長篇小說
DTJE	不自量力
DTJF	故里
DTJG	不自量力
DTJH	䂰
DTJS	有利時機
DTJY	不管是誰
DTKC	邫
DTKG	硌
DTKK	不簡單
DTKL	春秋戰國
DTKR	歷史的
DTLA	故國
DTLG	不利因素
DTLR	硇
DTLX	磇
DTMD	礇
DTNA	百般刁難
DTND	故居
DTNF	歷屆
DTNH	三等獎
DTNK	在我心中
DTNN	矻
DTNS	有生以來
DTOA	三季度
DTOL	磻
DTPE	不智之舉
DTPF	不毛之地
DTPG	不穩定
DTPK	故宮博物院
DTPR	有生之年
DTPU	奉系軍閥
DTPW	面向社會
DTPY	砭
DTQA	盃盤狼藉
DTQD	大自然
DTRF	不知所云
DTRH	歷年來
DTRJ	百般挑剔
DTRQ	不動搖
DTRR	不知所措
DTRS	在我看來
DTRY	硪
DTSB	耍筆杆子
DTSL	有利可圖
DTSU	布告欄
DTSW	歷來
DTTC	不怎么
DTTD	磿
DTTH	歷
DTTI	厤
DTTJ	曆
DTTK	歷程
DTTM	在很短的時間內
DTTN	不徇私情
DTTO	㷴
DTTQ	古生物
DTTS	不管怎樣
DTTX	厲行節約
DTTY	不管怎麼說
DTUD	不知道是否
DTUJ	故意
DTUQ	歷次
DTUT	不知道
DTUY	長篇闊論
DTVH	歷盡
DTVT	不咎既往
DTWA	歷代
DTWG	不符合
DTWH	磫
DTWL	面向全國
DTWN	不得人心
DTWR	不等價交換
DTWS	古往今來
DTWT	故作
DTWV	百科全書
DTWW	故人
DTWY	夾生飯
DTXG	歷經磨難
DTXN	㥻
DTXT	故鄉
DTYD	大生產
DTYF	面向市場
DTYO	不知為什麼
DTYW	邦交
DTYX	大牲畜
DTYY	㚒
DUAG	碰巧
DUAH	硑
DUAL	肆意攻擊
DUAQ	磁帶
DUAU	歪門邪道
DUBH	蹷
DUBJ	劂
DUBN	憠
DUBO	鷢
DUBP	磀
DUBS	橜
DUBW	厥
DUDA	磁碟
DUDG	磁石
DUDH	大慈大悲
DUDM	碰面
DUDO	百問不煩
DUDQ	不准确
DUDT	有弊有利
DUDU	不痛不痒
DUED	礲
DUEG	礀
DUEN	磁力
DUEP	礈
DUEY	䃍
DUFA	大部地區
DUFE	礢
DUFJ	辜
DUFK	厗
DUFP	有關規定
DUFW	大半截
DUGA	磋商
DUGC	碰到
DUGF	有益于
DUGG	在新形勢下
DUGI	䃹
DUGJ	羍
DUGK	磰
DUGO	㚠
DUGP	有關專家
DUGT	有關政策
DUGY	礒
DUHB	大半輩子
DUHF	眘
DUHG	磁卡
DUHI	磁縣
DUHL	大開眼界
DUHQ	䙽
DUID	遼源
DUIF	有關法規
DUIN	有關當局
DUIS	遼河
DUIU	大義滅親
DUJA	磁暴
DUJF	昚
DUJG	磵
DUJI	尞
DUJO	鷯
DUJP	遼寧
DUJY	䨅
DUKG	碚
DUKH	遼中
DUKK	磁療器
DUKQ	䂱
DUKW	有關單位
DULH	䃅
DULJ	磳
DULN	有意思
DULP	有關國家
DUMA	三部曲
DUMD	三門峽
DUME	磁體
DUMQ	春意盎然
DUNG	奇聞怪事
DUNK	碰壁
DUNN	磁選
DUNS	成立以來
DUNT	磁性
DUOP	有關精神
DUOU	㶫
DUPM	不義之財
DUPN	遼寧省
DUPR	而立之年
DUQF	磁鐵
DUQM	辜負
DUQW	有關負責人
DURE	故意挑釁
DURG	在新的歷史條件下
DURJ	在新的一年里
DURL	故意殺人罪
DURP	有益無害
DURQ	有益的
DURU	碰撞
DURX	在新的世紀
DUSB	磁极
DUSD	磸
DUSG	遼西
DUTE	磁盤
DUTF	不道德
DUTG	大半生
DUUD	磁療器
DUUI	遼闊的
DUUJ	有關問題
DUUO	有關資料
DUUQ	大義凜然
DUUU	有關部門
DUVO	磏
DUWA	大部分地區
DUWF	有關人士
DUWK	有關人員
DUWL	大半個
DUWO	三資企業
DUWP	故意傷害
DUWS	磁体
DUWV	大部分地区
DUWX	磁化
DUWY	有關條文
DUXN	礠
DUXO	大開綠燈
DUXX	磁盘
DUYD	有關方面
DUYE	肆意詆毀
DUYU	磋商
DUYW	有益於
DUYY	不善言談
DVDX	不妨礙
DVEN	感召力
DVET	三好學生
DVEY	硍
DVFH	砕
DVFJ	䃤
DVFY	友好城市
DVGF	大好形勢
DVGG	不盡一致
DVGH	硉
DVGK	大好事
DVGY	不妨一試
DVIJ	䃗
DVIM	大好河山
DVIY	碌碌无为
DVJI	大好時光
DVJS	大好時機
DVLK	在群眾中
DVLN	䃳
DVLP	友好國家
DVMF	友好周
DVMN	不好過
DVOP	友好精神
DVPR	大災之年
DVPW	原始社會
DVQD	不盡然
DVSH	友好相處
DVSM	不盡相同
DVSS	原始森林
DVTR	碯
DVTS	友好往來
DVTV	大書特書
DVUL	不好意思
DVUW	友好關係
DVVY	大姑娘
DVWF	友好人士
DVWL	友好代表團
DVWU	不盡人意
DVWW	友好合作
DVWX	友好條約
DVXB	成群結隊
DVXW	成群結伙
DVYK	在建設中
DVYU	友好訪問
DVYY	不妨試試
DWAD	厚今薄古
DWAG	砼
DWAH	奉賢
DWAK	奉勸
DWAQ	夾帶
DWAR	歪風邪氣
DWAT	夾攻
DWAW	春花
DWBB	大個子
DWBC	奪取
DWBD	奉承
DWBU	奉陪
DWBX	春聯
DWBY	不僅限於
DWCD	不僅能在
DWCE	奮勇當先
DWCQ	不僅能夠
DWCY	砓
DWDC	碫
DWDG	礁石
DWDH	春夏
DWDI	春耕
DWDK	百發百中
DWDO	不倫不類
DWDP	古今有之
DWDS	百貨大樓
DWDT	有令不行
DWDW	不偏不倚
DWDY	有條不紊
DWEA	㦼
DWEB	不舒服
DWEC	有償服務
DWEE	感人肺腑
DWEF	舂
DWEM	泰興
DWEN	憃
DWEQ	大伙兒
DWET	大傷腦筋
DWFA	不發達地區
DWFD	成倍增長
DWFF	大發雷霆
DWFG	春雨绵绵
DWFH	奮起
DWFI	磜
DWFL	春雷
DWFO	大會執行主席
DWFP	不發達國家
DWFQ	百億元
DWFS	不合規格
DWFU	不發達
DWFV	春雪
DWFY	成人教育
DWGA	碖
DWGD	奏
DWGF	不低于
DWGG	硂
DWGH	不公正
DWGJ	奉
DWGK	硆
DWGM	三位一體
DWGO	布什政府
DWGR	不值一提
DWGS	硢
DWGU	磴口
DWGW	厱
DWGY	研修班
DWHA	奉獻精神
DWHG	大体上
DWHH	奪目
DWHI	泰縣
DWHJ	㫪
DWHP	大飽眼福
DWHY	鬍作非為
DWIA	春灌
DWID	春風滿面
DWIF	不合法
DWIG	春光明媚
DWIK	不會滿足
DWIL	長途汽車
DWIN	春汛
DWIP	大會堂
DWIT	破釜沉舟
DWIU	泰国
DWIX	奢侈浪費
DWIY	春游
DWJF	春
DWJG	不但是
DWJH	砎
DWJJ	蠢事
DWJN	惷
DWJP	不合時宜的
DWJR	不合時宜的
DWKD	泰順
DWKI	長途跋涉
DWKJ	大合唱
DWKK	奢侈品
DWKQ	古今中外
DWLA	泰國
DWLB	夾擊
DWLF	不假思索
DWLG	奉還
DWLK	奪回
DWLM	在全國範圍內
DWLT	三八國際勞動婦女節
DWLV	百分數
DWLX	奮發圖強
DWLY	有償轉讓
DWME	大集體
DWMM	泰山压顶
DWMP	長途販運
DWMW	秦岭
DWNA	雄偉壯觀
DWNH	春裝
DWNO	䃖
DWNP	磓
DWNU	夾層
DWNY	不會改變
DWOH	百貨店
DWOO	夏令營
DWPA	春寒
DWPD	百分之百
DWPF	奪冠
DWPI	奉公守法
DWPJ	存儲容量
DWPL	春運
DWPN	泰寧
DWPP	百分之百
DWPS	泰宁
DWPU	成人之美
DWPV	泰安
DWQC	春色满园
DWQD	泰然处之
DWQE	夾角
DWQL	壓倒多數
DWQT	大伙儿
DWRF	威信掃地
DWRJ	在今后几年里
DWRK	有備無患
DWRM	百分制
DWRO	耕作制度
DWRQ	奪魁
DWRT	春播
DWRX	奏樂
DWRY	砜
DWSA	奪權
DWSN	不僅可以
DWSR	夾板
DWSS	奪標
DWSV	不僅要
DWSW	泰來
DWTB	春季
DWTD	不合适
DWTF	奉告
DWTG	奉行
DWTH	不分彼此
DWTI	故伎重演
DWTJ	碸
DWTK	泰和
DWTO	春秋战国
DWTQ	大人物
DWTR	不值得一提
DWTS	蠢笨
DWTT	春種
DWTU	秦
DWTV	春節
DWTW	％
DWUA	大會開幕
DWUC	故作姿態
DWUD	奉送
DWUF	泰斗
DWUJ	春意盎然
DWUS	奉新
DWUT	不人道
DWUU	威風凜凜
DWUX	雁北
DWVH	不但如此
DWVK	耐人尋味
DWVO	鴣
DWVT	砏
DWWA	不僅僅是
DWWB	郟
DWWC	不倒翁
DWWE	有償使用
DWWF	春風化雨
DWWG	奉命
DWWH	不僅僅如此
DWWI	夾縫
DWWJ	不僅僅是
DWWK	硲
DWWM	頰
DWWN	百貨公司
DWWO	鴈
DWWR	有价值的
DWWS	大集体
DWWT	不信任
DWWV	春分
DWWW	㰰
DWWX	奉化
DWWY	雁
DWXB	大使級
DWXR	三八紅旗手
DWXT	夾縫
DWXX	百分比
DWYC	砱
DWYD	㕍
DWYF	奪
DWYG	碓
DWYK	在發言中
DWYL	奮力
DWYN	砛
DWYO	礁
DWYS	磼
DWYT	泰州
DWYU	大做文章
DWYW	奏效
DWYX	百分率
DWYY	有人認為
DXAL	不斷鞏固
DXAU	不斷革新
DXBF	面紅耳赤
DXBG	不斷出現
DXBT	不斷取得
DXDB	不斷奪取
DXDH	大紅大紫
DXDM	不約而同
DXDW	不斷奮進
DXDX	有張有弛
DXET	鬍編亂造
DXEX	不斷加強
DXFB	不斷地
DXFD	不斷增長
DXFE	不斷增加
DXFP	有線電視
DXFS	砒霜
DXFW	故紙堆
DXFX	不斷增強
DXGD	不幾天
DXGK	礙事
DXGU	不斷更新
DXHA	成績卓著
DXHQ	成績斐然
DXIC	歷經滄桑
DXIH	在經濟上
DXII	不斷減少
DXIT	不斷深入
DXIW	不斷深化
DXIY	不經濟
DXJA	成績顯著
DXJE	不結盟運動
DXJF	㚛
DXJG	大約是
DXJH	砩
DXJJ	盃弓蛇影
DXJP	不結盟國家
DXJT	不結盟運動
DXJY	不結盟會議
DXKB	不斷吸取
DXKE	不費吹灰之力
DXKJ	䃨
DXKK	成績單
DXLK	有比較才能有鑒別
DXMA	成績冊
DXMG	不斷體現
DXMP	不斷豐富
DXNU	不斷改善
DXNW	不斷改進
DXOA	歷經磨難
DXOR	有線廣播
DXPB	成績突出
DXPU	不斷完善
DXQX	破紀錄
DXRD	不斷擴大
DXRT	不斷推動
DXRW	不斷推進
DXRY	不斷提高
DXTD	三級簡碼
DXTH	礙事
DXUU	不斷開闢
DXUW	不斷前進
DXWG	三結合
DXWH	不斷進步
DXWK	在編人員
DXWN	不斷發展
DXWT	不斷發生
DXXH	在組織上
DXXN	砒
DXXR	䃈
DXXX	不斷總結
DXXY	磯
DXYB	不絕於耳
DXYD	
DXYF	大張旗鼓
DXYG	䶭
DXYI	戊
DXYW	不斷變化
DXYY	詟
DYAD	有效期
DYAL	不計其數
DYAO	三顧茅廬
DYAU	在這期間
DYBJ	太陽能
DYBP	大雜院
DYCE	䃵
DYCK	硫
DYDD	百讀不厭
DYDG	碎石
DYDH	左顧右盼
DYDI	大為不滿
DYDJ	飆
DYDK	不言而喻
DYDM	不識大體
DYDN	大言不慚
DYDR	太原
DYDT	有言在先
DYDW	不謀而合
DYDY	猋
DYEI	㕈
DYET	在京舉行
DYEY	鬍言亂語
DYFB	有效地
DYFJ	大市場
DYFR	碎塊
DYFS	不計報酬
DYFT	大主教
DYFW	丈夫
DYFY	三講教育
DYGA	長方形
DYGG	砫
DYGP	不顧事實
DYGQ	碎裂
DYGU	太平洋
DYGW	邦交正常化
DYGY	研討班
DYHP	唇亡齒寒
DYID	太湖
DYIJ	大放光明
DYIU	大敵當前
DYIW	研討洽談會
DYIY	砯
DYJA	成效顯著
DYJC	不識時務
DYJF	在這里
DYJG	成交量
DYJJ	成效明顯
DYJR	有效遏制
DYJX	不良影響
DYJY	不論是誰
DYKI	䃄
DYKK	碻
DYKS	碠
DYKT	礅
DYKW	丰衣足食
DYLE	大放異彩
DYLF	盇
DYLG	䃪
DYME	長方體
DYNA	碥
DYND	不講情面
DYNE	大放异彩
DYNN	砨
DYNT	有效性
DYNW	奒
DYNY	奇談怪論
DYOD	盛衰榮辱
DYOV	太康
DYOW	不適應
DYOY	硛
DYPA	友誼賽
DYPB	古文字
DYPF	有識之士
DYPI	迏
DYPT	成交額
DYPU	在這之前
DYPW	太空飞行
DYQB	不顧危險
DYQP	成交金額
DYRB	厚顏無恥
DYRE	克敵製勝
DYRJ	不良后果
DYRM	三熟制
DYRO	不良反應
DYRR	太白
DYRT	不亦樂乎
DYRY	有效措施
DYSB	太极
DYSR	有效机制
DYSY	有話要說
DYTD	䃚
DYTG	磅秤
DYTH	碎片
DYTJ	不言自明
DYTK	太和
DYTS	尤為重要
DYTT	不謀私利
DYTY	長話短說
DYUA	在京開幕
DYUH	碲
DYUI	礦產資源
DYUS	不變資本
DYUY	磅
DYVC	有計劃有步驟
DYVE	硠
DYVF	有計劃
DYVI	有計劃商品經濟
DYVU	在京召開
DYVW	有計劃按比例
DYVY	有話好說
DYWE	磙
DYWF	碎片
DYWG	研討會
DYWH	在文化上
DYWN	砊
DYWO	破產企業
DYWR	不良風氣
DYWS	不變價格
DYWT	夏熟作物
DYWU	鬍說八道
DYWW	太谷
DYWX	古文化
DYWY	感謝信
DYXP	友誼比賽
DYXY	戍边
DYYD	在這方面
DYYK	在講話中強調
DYYX	有效率
DYYY	在講話中強調
EAAO	加工工業
EAAY	䏼
EABA	加工出口區
EABX	與世隔絕
EACE	加工能力
EADE	與世長辭
EADG	加工厂
EADY	臟
EAEA	受苦受難
EAEE	腊月
EAEU	朦朧
EAFS	腜
EAFT	受難者
EAFY	膩煩
EAHH	舉世矚目
EAHM	臔
EAIY	胨
EAJD	膜
EAJN	臈
EAKF	腊味
EAKK	膒
EAKO	臙
EAKY	貛
EALG	貓
EALQ	䑅
EAMD	朠
EAMF	䐟
EAMW	䐵
EAMY	䐽
EANS	䐑
EANY	脦
EAOD	膩煩
EAOG	加工業
EAOI	加工廠
EAPC	脫韁之馬
EAPE	朦胧
EAPH	舉世罕見
EAQH	䐭
EAQJ	䐶
EAQN	䏘
EAQU	辭舊迎新
EARD	膜拜
EARE	與世無爭
EARW	舉世無雙
EARY	䝙
EAST	腊梅
EAUQ	舉世聞名
EAVN	㥯
EAWC	臒
EAWO	亂七八糟
EAWQ	䥣
EAWR	㩓
EAWX	㬸
EAWY	舉世公認
EAYF	膵
EAYK	㬻
EAYW	與其說
EBAR	服藥
EBAY	采取切實措施
EBBH	郛
EBCN	服務器
EBCO	鵩
EBCY	服务
EBDW	采取不正當手段
EBDY	采取有效措施
EBEG	月乃用舟家衣下
EBEH	服用
EBET	㔜
EBGA	服刑
EBGF	受聘于
EBGX	服毒
EBID	乳源
EBIF	乳汁
EBJU	爭取時間
EBKK	乳品
EBLW	服輸
EBMH	朏
EBMM	乳山
EBNH	服裝廠
EBNN	乳
EBQA	采取多种形式
EBRN	服气
EBRY	采取措施
EBTG	爭取和平
EBTK	嗠
EBTN	㲗
EBTT	采取行動
EBTW	服役
EBWF	服侍
EBWO	䳕
EBWY	服飾
EBYN	乳房
EBYW	受聘於
EBYY	䏜
ECAF	亂蓋
ECAH	服務項目
ECAK	服務區
ECAN	辭世
ECAW	服務工作
ECBB	亂子
ECBU	辭職
ECCC	腏
ECCO	服務態度
ECDD	肥大
ECEN	肥力
ECEQ	胎兒
ECEU	肥胖
ECFC	辭去
ECFD	肥城
ECFH	亂真
ECFK	服務臺
ECGE	肥豬
ECGJ	肥東
ECGP	服務到家
ECHA	服務處
ECHD	辭歲
ECHI	受騙上當
ECHU	服務上門
ECID	肥源
ECII	肥水
ECIT	肥沃
ECIV	服務小姐
ECIX	亂漲價
ECJU	蜰
ECKG	胎
ECKK	服務器
ECKM	駕駛員
ECKN	服務中心
ECKQ	辭別
ECLL	肥田粉
ECMA	辭典
ECMF	辭
ECMN	亂收費
ECMQ	覶
ECMT	服務體系
ECMW	肥肉
ECNH	肥壯
ECNO	服務性行業
ECNS	腬
ECNT	服務性行業
ECOG	服務業
ECOU	肥料
ECPY	服務社
ECQT	胎儿
ECRA	肥皂
ECRJ	服務質量
ECRM	肥缺
ECRY	亂搞
ECSG	肥西
ECSS	服務機構
ECSW	亂來
ECTE	胎盤
ECTG	服務生
ECTL	服務範圍
ECTO	服務行業
ECUG	肥美
ECUH	服務站
ECUK	服務部
ECVE	辭退
ECVF	辭書
ECWN	服務公司
ECWT	朘
ECWY	辭令
ECXJ	服務費
ECXM	服務網
ECXT	肥鄉
ECYC	肥育
ECYF	服務市場
ECYU	服務商
ECYW	肥效
ECYY	肞
EDAP	膸
EDBG	䐛
EDBN	受不了
EDCW	勝不驕敗不餒
EDCY	肱
EDDD	學而不厭
EDDP	雞犬不寧
EDDT	胸有成竹
EDDX	膾不厭細
EDEC	胚胎
EDEE	舉不勝舉
EDEY	脹
EDFB	興奮地說
EDFE	脤
EDFJ	采石場
EDFN	胯
EDFY	興奮地說
EDGF	加在一起
EDHD	䝟
EDHG	胚
EDHH	肨
EDHI	䐼
EDHK	脴
EDHM	䫠
EDHT	夓
EDHY	肧
EDIW	亂砍濫伐
EDJG	貊
EDKK	爭奪戰
EDLL	學成回國
EDMD	腝
EDMI	澃
EDMJ	胹
EDML	盨
EDMU	䇓
EDMV	媭
EDMX	頾
EDMY	須
EDNH	須眉
EDNX	膽大心細
EDNY	肬
EDOG	采礦業
EDON	學大慶
EDOY	脄
EDQG	膽大包天
EDQQ	䐒
EDRD	學有所成
EDRE	學有所用
EDRI	䝠
EDRP	力大無窮
EDSK	䐀
EDTD	須知
EDTN	力不從心
EDTR	愛不釋手
EDUF	䐻
EDUI	膫
EDWD	腠
EDWG	䏾
EDWJ	䐏
EDWL	學成歸國
EDWU	朋友們
EDWW	脥
EDYG	朋友遍天下
EDYU	興奮劑
EDYY	肽
EEAA	月工资
EEAH	月牙
EEAU	月薪
EEBG	脬
EEBM	月出
EECK	月台
EEDC	朋友们
EEEE	月
EEEM	䝱
EEEN	勰
EEER	劦
EEEV	姭
EEFJ	月刊
EEFK	月臺
EEFU	月報
EEFY	脟
EEGC	䐘
EEGG	月球
EEGS	月末
EEGW	䑂
EEHC	膄
EEHY	力爭上遊
EEIF	肝腦塗地
EEIG	月光
EEIY	䏮
EEKH	月中
EEMM	服服帖帖
EEMN	膘肥體壯
EEMW	膽力過人
EENH	㽰
EENR	愛學習
EEOF	腦力勞動者
EEOQ	月底
EEOR	腰肌勞損
EEOT	腦力勞動者
EEPU	月初
