AAA	工
RFD	擩
RFE	扶助
RFF	持
RFG	扗
RFH	盾
RFI	抺
RFJ	皁
RFK	拮
RFL	擂
RFM	乕
RFN	擣
RFO	捇
RFP	挬
RFQ	抏
RFR	扶持
RFS	扶植
RFT	拷
RFU	撻
RFV	持刀
RFW	扶
RFX	持續
RFY	打電話
RGA	挵
RGB	邱
RGC	巵
RGD	丘
RGE	搏
RGF	皇
RGG	抂
RGH	扌
RGI	捄
RGJ	摶
RGK	后
RGL	揀
RGM	抦
RGN	屔
RGO	挜
RGP	遑
RGQ	扤
RGR	捕捉
RGS	抹
RGT	乒
RGU	抨
RGV	捷
RGW	兵
RGX	挗
RGY	乓
RHA	遞
RHB	卸
RHC	披
RHD	排
RHE	掯
RHF	看
RHG	扯
RHH	攫
RHI	看法
RHJ	掉
RHK	拈
RHL	年輕
RHM	揁
RHN	拭目以待
RHO	年底
RHP	年初
RHQ	挸
RHR	年后
RHS	年來
RHT	排版
RHU	年前
RHV	看好
RHW	年代
RHX	皉
RHY	爬
RIA	
RIB	邾
RID	換湯不換藥
RIE	捎
RIF	皐
RIG	挄
RIH	揚湯止沸
RII	挱
RIJ	排水量
RIK	擋路
RIL	搞活國營大中型企業
RIN	抄收
RIP	擋
RIQ	抄錄
RIR	灥
RIS	楽
RIT	抄
RIU	泉
RIV	揮汗如雨
RIW	鴸
RIX	鼄
RIY	泉州
RJA	揭幕
RJB	撮
RJD	提成
RJE	擝
RJF	捏
RJG	抇
RJH	刈
RJI	提法
RJJ	提早
RJK	抗日戰爭
RJL	揾
RJM	揚帆
RJN	搨
RJO	提煉
RJP	提案
RJQ	揭
RJR	提拔
RJS	捰
RJT	提升
RJU	提前
RJW	提供
RJX	拽
RJY	撔
RKA	兵器工業
RKB	揖
RKC	挹
RKD	接踵而至
RKE	捐
RKF	捐款
RKG	挰
RKH	捉
RKI	操演
RKJ	︵
RKK	操
RKL	無足輕重
RKM	損
RKN	操心
RKO	操勞
RKP	操守
RKQ	拀
RKR	扣押
RKS	拐杖
RKT	捷足先登
RKU	捐資
RKV	操刀
RKW	抧
RKX	操縱
RKY	近距离
RLA	摑
RLB	兜圈子
RLC	擺
RLD	摁
RLE	無力
RLF	擇
RLG	舞
RLH	押
RLI	無法
RLJ	年輕時
RLK	舞蹈
RLL	攂
RLN	揌
RLO	無煙
RLP	摙
RLQ	擉
RLR	摲
RLS	無機
RLT	撂
RLU	舞弊
RLV	摟
RLW	搵
RLX	摞
RLY	無論
RMA	罐
RMB	缷
RMD	揣
RME	搰
RMF	抩
RMG	抽
RMH	製
RMI	罉
RMJ	罎
RMK	缶
RML	缺點
RMM	攖
RMN	缺
RMO	缹
RMP	制定
RMQ	缼
RMR	缿
RMS	罈
RMT	制造
RMU	掆
RMW	摧
RMX	罆
RMY	制衣
RNA	抿
RNB	掘
RNC	所能
RND	戶
RNE	挪用
RNF	扟
RNG	握
RNH	扭
RNI	摨
RNJ	氘
RNK	氚
RNL	氤
RNM	氙
RNN	癿
RNO	氣
RNP	氨
RNQ	气象
RNR	所
RNS	氥
RNT	氡
RNU	氧
RNV	氯
RNW	氛
RNX	氟
RNY	抋
ROA	擴
ROB	拒腐防變
ROC	拡
ROD	气度不凡
ROE	撲騰
ROF	反應堆
ROG	撲
ROH	掂
ROI	反對黨
ROJ	掂量
ROM	反腐敗鬥爭
RON	摝
ROO	撈
ROP	搪塞
ROQ	掋
ROR	無精打采
ROS	擵
ROT	反對和抵製
ROU	搪瓷
ROV	搪
ROW	捬
ROX	擴張
ROY	擴充
RPA	攐
RPB	制定了
RPD	迫
RPE	控股
RPF	皖
RPG	擯
RPH	捾
RPI	近海
RPJ	按照
RPK	近
RPL	揮
RPM	操之過急
RPN	擰
RPO	按摩
RPP	迫害
RPQ	抌
RPR	控制
RPS	打字机
RPT	挓
RPU	探病
RPV	按
RPW	控
RPX	拕
RPY	探望
RQA	扺
RQB	抑
RQC	鬼
RQD	擔
RQE	掐
RQF	欣喜
RQG	捦
RQH	抑止
RQI	挑
RQJ	挑剔
RQK	拘
RQL	挽回
RQM	換
RQN	抱
RQO	掬
RQP	鬼神
RQQ	撳
RQR	掏
RQS	打印机
RQT	抵御
RQU	抣
RQV	揮金如土
RQW	扻
RQX	打印紙
RQY	的
RRA	逝世
RRB	拆除
RRC	扳
RRD	皞
RRE	挀
RRF	埑
RRG	拍
RRH	折
RRI	皡
RRJ	蜇
RRK	哲
RRL	撫
RRM	質
RRN	乴
RRO	烲
RRP	逝
RRQ	掀
RRR	白
RRS	摋
RRT	捭
RRU	爻
RRV	娎
RRW	抶
RRX	擽
RRY	拆
RSA	打工
RSB	投机取巧
RSC	打通
RSD	打破
RSE	打架
RSF	摽
RSG	拪
RSH	打
RSI	打法
RSJ	撢
RSK	抲
RSL	打擊
RSM	打敗
RSN	殺戮
RSO	打火
RSP	打字
RSQ	打印
RSR	打扮
RSS	搮
RST	打算
RSU	閷
RSV	打好
RSW	殺
RSX	打響
RSY	剎
RTA	扥
RTB	拖
RTD	括
RTE	搬
RTF	插
RTG	手
RTH	攥
RTI	手法
RTJ	摥
RTK	挌
RTL	摠
RTM	擙
RTN	扢
RTO	播
RTP	抸
RTQ	拖欠
RTR	皒
RTS	手机
RTT	斤
RTU	擶
RTV	捼
RTW	拠
RTX	挴
RTY	乂
RUA	拼
RUB	搠
RUC	接通
RUD	捲
RUE	攏
RUF	抖
RUG	拉
RUH	手疾眼快
RUI	接洽
RUJ	撞
RUK	掊
RUL	指導思想
RUM	撇
RUN	接收
RUO	掽
RUP	提前完成
RUQ	接触
RUR	接近
RUS	擲
RUT	擱
RUU	拉美
RUV	接
RUW	搤
RUX	揹
RUY	按部就班
RVA	撏
RVB	招聘
RVC	揤
RVE	拫
RVF	挦
RVG	揵
RVI	捸
RVJ	摷
RVK	招
RVL	擸
RVM	招貼
RVN	扏
RVP	掃
RVQ	拶
RVR	招手
RVS	招標
RVT	㧅
RVV	掃帚
RVW	招集
RVX	招引
RVY	扨
RWA	推荐
RWB	推出
RWC	投
RWD	ア
RWE	劮
RWF	捨
RWG	拾
RWH	失眠
RWI	失
RWJ	扴
RWK	挩
RWL	白俄羅斯
RWM	推崇
RWN	怣
RWO	失火
RWP	迭
RWQ	失色
RWR	近几年
RWS	挆
RWT	拰
RWU	㒵
RWV	扮
RWW	挫
RWX	撥
RWY	扒
RXA	墍
RXB	皀
RXC	無線通信
RXD	提綱挈領
RXE	拗
RXF	摜
RXG	掾
RXH	批鬥
RXI	指派
RXJ	指
RXK	摾
RXL	指數
RXM	樂曲
RXN	㧈
RXO	樂業
RXP	指定
RXQ	撧
RXR	指控
RXS	指標
RXT	擬
RXU	搦
RXV	無線尋呼
RXW	指令
RXX	批
RXY	拇
RYA	希望工程
RYB	提高了
RYC	撤
RYD	抗原
RYE	挔
RYF	抗震
RYG	拄
RYH	抃
RYI	斥
RYJ	抗日
RYK	搞
RYL	擅
RYM	抗體
RYN	掮
RYO	搞糟
RYP	抗寒
RYQ	撤銷
RYR	摛
RYS	摘要
RYT	邀
RYU	摘
RYV	搞好
RYW	抗
RYX	摔
RYY	抆
SAA	械
SAB	桏
SAC	柜台
SAD	棋
SAE	橵
SAF	柑
SAG	橫
SAH	檻
SAI	欂
SAJ	模
SAK	權
SAL	櫗
SAM	構
SAN	枻
SAO	模糊
SAP	檬
SAQ	柩
SAR	棋手
SAS	模板
SAT	樥
SAU	欗
SAV	櫹
SAW	栱
SAX	本世紀
SAY	杙
SBA	极其
SBB	椰
SBC	楹
SBD	橢
SBE	极力
SBF	李
SBG	杍
SBH	邒
SBI	极小
SBJ	极易
SBK	極
SBL	相聯繫
SBM	柮
SBN	杝
SBO	极度
SBR	可恥的
SBS	桗
SBT	㭁
SBU	极端
SBV	极好
SBW	极低
SBY	極為
SCA	㭓
SCC	棳
SCD	桳
SCE	桶
SCK	枱
SCL	㮭
SCM	要能體現
SCN	杷
SCO	榪
SCQ	㭇
SCT	桙
SCW	梭
SCX	橘紅
SCY	杈
SDA	楕
SDB	枙
SDC	柭
SDD	來歷不明
SDE	棖
SDF	桍
SDG	枯
SDH	楔
SDI	枯水
SDJ	栢
SDK	槗
SDL	頂點
SDM	頂
SDN	遷
SDO	枯燥
SDP	遷安
SDQ	要不然
SDR	榞
SDS	椅
SDT	梆
SDU	䙲
SDV	遷怒
SDW	棒
SDX	桟
SDY	杖
SEA	檓
SEB	桴
SEE	棚
SEF	橫加干涉
SEG	桕
SEH	㮴
SEJ	核力量
SEK	枷
SEP	橓
SEQ	棿
SER	榣
SES	棌
SET	杉
SEU	橳
SEV	桵
SEW	楰
SEX	榽
SFA	枿
SFB	鄄
SFC	枝
SFD	檽
SFE	村學
SFF	桂
SFG	杜
SFH	植
SFI	票
SFJ	枾
SFK	桔
SFL	檑
SFM	楠
SFN	杇
SFO	材料
SFP	桲
SFQ	杬
SFR	票据
SFS	桂林
SFT	材
SFU	橽
SFV	樰
SFW	檣
SFX	杜絕
SFY	村
SGA	醋
SGB	酏
SGC	桎
SGD	本
SGE	酹
SGF	酵
SGG	枉
SGH	丁
SGI	梂
SGJ	醒
SGK	梧
SGL	醞
SGM	槽
SGN	配
SGO	醚
SGP	酡
SGQ	酌
SGR	酗
SGS	酊
SGT	酷
SGU	醅
SGV	棲
SGW	酚
SGX	酯
SGY	醉
SHA	櫨
SHB	想出
SHC	柀
SHD	棑
SHE	相助
SHF	相干
SHG	相
SHH	欋
SHI	想法
SHJ	槕
SHK	枮
SHL	樐
SHM	楨
SHN	想
SHO	相應
SHQ	梘
SHR	相反
SHS	相配
SHT	相符
SHU	相差
SHW	椇
SHX	橴
SHY	相交
SIA	根深蒂固
SIB	想法子
SID	相當長時間
SIE	梢
SIF	相當規模
SIG	桄
SII	桫
SIJ	標準時
SIK	柏油路
SIL	極少數
SIM	飄洋過海
SIN	可溶性
SIP	檔
SIQ	相當多的
SIR	相當的
SIS	相當可觀
SIT	杪
SIU	檔次
SIV	樑
SIW	標準化
SIY	㭂
SJA	柳暗花明
SJB	樶
SJC	查驗
SJD	相映成趣
SJE	機遇與挑戰
SJF	杳
SJG	查
SJH	柛
SJI	榥
SJJ	椙
SJK	查哨
SJL	榅
SJM	查帳
SJN	榻
SJO	查對
SJP	查究
SJQ	楬
SJR	查找
SJS	棵
SJT	查稅
SJU	查閱
SJX	棍
SJY	查房
SKA	可敬
SKB	楫
SKC	可能
SKD	可
SKE	柺
SKF	杏
SKG	枵
SKH	杊
SKI	歌唱演員
SKJ	可是
SKK	榀
SKM	歌曲
SKN	可以
SKO	歌迷
SKP	歌唱家
SKQ	柷
SKR	歌舞
SKS	哥
SKT	可靠
SKU	可親
SKV	枴
SKW	枳
SKX	可比
SKY	可望
SLA	槶
SLD	栶
SLE	㭷
SLF	㭗
SLG	柶
SLH	柙
SLL	櫑
SLN	楒
SLP	梿
SLQ	㯮
SLS	梱
SLT	棞
SLU	樓道
SLV	樓
SLW	楐
SLX	欏
SLY	楞
SMA	柵
SMB	票販子
SMD	柍
SME	榾
SMF	枏
SMG	柚
SMH	杣
SMI	李嵐清
SMM	櫻
SMN	楇
SMO	桐廬
SMP	相同之處
SMQ	枧
SMR	
SMS	桐柏
SMT	机帆船
SMU	賈
SMW	枘
SMX	桐鄉
SMY	梖
SNA	榐
SNB	朰
SND	椐
SNE	核心力量
SNF	可以達到
SNG	栩
SNH	楣
SNI	樨
SNJ	蚻
SNK	椲
SNN	札
SNP	核心家庭
SNQ	可以忽視
SNR	槢
SNS	橄欖
SNT	柲
SNU	榌
SNV	橫眉怒目
SNW	櫂
SNX	紮
SNY	杺
SOA	樜
SOB	杰出
SOD	材料厂
SOE	來料加工
SOF	櫥
SOG	樸
SOJ	㔄
SON	樚
SOO	棪
SOP	樸實
SOQ	橉
SOR	相應措施
SOS	賈慶林
SOT	榳
SOU	粟
SOV	椩
SOW	椨
SOX	材料費
SOY	相對說來
SPB	榨取
SPD	廼
SPE	椬
SPF	棕
SPG	楦
SPH	棺
SPI	榕江
SPJ	榠
SPK	丁字路
SPL	楎
SPN	檸
SPP	檢察官
SPQ	枕
SPR	樸實無華
SPS	棺材
SPT	楁
SPU	榟
SPV	桉
SPW	榷
SPX	柁
SPY	榊
SQA	柢
SQB	枊
SQC	栬
SQD	桅
SQE	桷
SQF	柳城
SQI	桃
SQJ	栒
SQK	橡
SQL	构思
SQM	㭥
SQN	枹
SQO	櫓
SQP	來犯之敵
SQQ	栘
SQR	楤
SQS	构想
SQT	柳
SQU	枃
SQV	棦
SQW	杴
SQY	榴
SRA	棉花
SRB	椶
SRC	柧
SRD	槔
SRE	可接受性
SRF	楯
SRG	柏
SRH	析
SRI	株
SRJ	晳
SRK	株距
SRL	橅
SRM	棉
SRN	惁
SRO	本年度
SRP	棉襖
SRQ	槐
SRR	攀
SRS	椞
SRT	椑
SRU	橷
SRW	柣
SRX	櫟
SRY	檄
SSA	攀枝花
SSB	郴
SSD	櫏
SSE	彬
SSF	禁
SSG	梄
SSH	朾
SSI	林海
SSJ	楂
SSK	柯
SSL	榃
SSM	槚
SSN	楚
SSO	焚
SSP	棾
SSQ	林甸
SSR	机械制造
SSS	森
SST	根本利益
SSU	林立
SSV	婪
SSW	梵
SSX	檢查組
SSY	林
STA	杔
STB	柂
STD	橋
STE	可利用
STF	橇
STG	桁
STH	柞
STI	椼
STJ	梸
STK	格
STL	桖
STM	榭
STN	杚
STO	楸
STP	柉
STQ	橁
STS	可移植性
STT	覆
STU	䅇
STV	櫛
STW	樅
STX	梅
STY	枚
SUA	栟
SUB	西門子
SUD	栚
SUE	櫳
SUF	梓
SUG	柆
SUH	欄目
SUI	栤
SUJ	樟
SUK	櫚
SUL	椫
SUM	樣冊
SUN	可塑性
SUO	椪
SUQ	栨
SUR	相關的
SUS	樽
SUT	楌
SUU	西北部
SUV	椄
SUW	榏
SUX	梯
SUY	西北郊
SVA	樳
SVB	根除
SVC	概
SVD	要不
SVE	根
SVF	要
SVG	楗
SVH	要目
SVI	棣
SVJ	樔
SVK	柖
SVL	椔
SVN	朹
SVO	根底
SVP	梫
SVQ	桚
SVR	根据
SVS	根本
SVT	朷
SVU	相媲美
SVV	榋
SVW	概念
SVX	要旨
SVY	杒
SWA	栰
SWB	來函
SWC	杸
SWD	椴
SWE	檢舉
SWF	柎
SWG	檢
SWH	樇
SWI	厀
SWJ	机遇
SWK	柗
SWL	配合默契
SWM	來由
SWN	槌
SWO	机床
SWP	机密
SWQ	樹倒猢猻散
SWR	机制
SWS	机构
SWT	楓
SWU	榆次
SWV	枌
SWW	麥
SWX	杹
SWY	椎
SXA	機工
SXB	椽子
SXC	機能
SXD	相比而言
SXE	柪
SXF	樌
SXG	椽
SXH	槇
SXI	機油
SXJ	柫
SXK	機器
SXL	機車
SXM	機體
SXN	朼
SXO	機床
SXP	相比之下
SXR	檰
SXS	楷模
SXT	機種
SXU	榒
SXV	機群
SXW	可比价格
SXX	楷
SXY	栂
SYA	西方世界
SYB	柱子
SYC	梳
SYD	校友
SYE	西方輿論
SYF	櫧
SYG	柱
SYI	梳洗
SYK	椋
SYL	檀
SYM	柿
SYN	怸
SYO	〡
SYP	述
SYQ	橠
SYR	樆
SYS	⒒
SYT	枋
SYU	榜
SYV	榔
SYW	校
SYX	槒
SYY	杭州
TAA	箋
TAB	笻
TAC	很難預料
TAD	箕
TAE	升學
TAF	笁
TAG	筐
TAH	籃
TAI	升溫
TAJ	徣
TAK	笸
TAL	筪
TAM	簧
TAN	秬
TAO	篝火
TAP	徔
TAQ	簪
TAR	移花接木
TAS	穆斯林
TAT	犕
TAU	䇝
TAV	乇
TAW	穫
TAX	升級
TAY	牫
TBB	竾
TBC	箃
TBD	頺
TBF	季
TBG	秄
TBH	䄦
TBI	篜
TBJ	透明
TBK	邊防戰士
TBM	笜
TBN	彵
TBO	季度
TBP	透
TBQ	透鏡
TBR	秀
TBS	各院校
TBT	䄧
TBU	秀美
TBV	䈨
TBW	篨
TBY	笈
TCA	笲
TCB	笆
TCC	犙
TCD	
TCE	筩
TCF	先驅者
TCG	私下
TCK	笞
TCN	㸭
TCO	篤
TCP	私宅
TCR	智能控制
TCT	私自
TCU	么
TCV	黎巴嫩
TCW	稄
TCY	私
TDA	甜
TDB	科研院所
TDC	叐
TDD	舌
TDE	箶
TDF	䇢
TDG	牯
TDH	逢
TDI	夭
TDJ	刋
TDK	智
TDL	矲
TDM	岙
TDN	稽
TDO	舕
TDP	适宜
TDQ	舐
TDR	很大的
TDS	犄
TDT	矯
TDU	矢
TDV	䂏
TDW	雉
TDX	矧
TDY	㣕
TEA	穩
TEB	稃
TEC	舥
TED	舦
TEE	稻
TEF	艝
TEG	租
TEH	艣
TEI	舟
TEJ	艃
TEK	笳
TEL	穱
TEM	稱
TEN	艉
TEO	艔
TEP	舵
TEQ	艪
TER	竻
TES	舸
TET	艇
TEU	籐
TEV	箏
TEW	般
TEX	舭
TEY	航
TFA	垂
TFB	毛孔
TFC	秐
TFD	壬
TFE	歃
TFF	竺
TFG	牡
TFH	㸩
TFI	特派
TFJ	午
TFK	造
TFL	德
TFM	牡丹
TFN	毛
TFO	第二炮兵
TFP	廷
TFQ	先
TFR	先后
TFS	造林
TFT	箸
TFU	乖
TFV	告退
TFW	稜
TFX	郵編
TFY	造就
TGA	笄
TGB	得到了
TGC	秷
TGD	生
TGE	箐
TGF	竽
TGG	彺
TGH	征
TGI	生活
TGJ	重
TGK	牛
TGL	勳
TGM	策
TGN	管理局
TGO	行唐
TGP	行家
TGQ	第一名
TGR	第一批
TGS	行
TGT	犇
TGU	秤
TGV	秉
TGW	穪
TGX	生疑
TGY	征文
THA	算
THB	郋
THC	彼
THD	自
THE	自用
THF	怎
THG	片
THH	徙
THI	篎
THJ	昝
THK	咎
THL	鼻
THM	自由
THN	息
THO	自燃
THP	延
THQ	筧
THR	臭氧
THS	臬
THT	竹
THU	辠
THV	自如
THW	犋
THX	自幼
THY	自主
TIA	篊
TIB	笵
TIC	箈
TID	稍有
TIE	稍
TIF	策源地
TIG	簿
TIH	箥
TII	生活水平
TIJ	篞
TIK	靠水吃水
TIL	生活困難
TIM	徜
TIN	生活必需品
TIO	短小精悍
TIP	簹
TIQ	知法犯法
TIR	箔
TIS	航海模型
TIT	秒
TIU	尓
TIV	筜
TIW	稍作
TIX	生活費
TIY	生活方式
TJA	篳
TJB	忁
TJC	衛星通信
TJD	馛
TJE	馟
TJF	香
TJG	得
TJH	利
TJI	香港
TJJ	馤
TJK	香味
TJL	得罪
TJM	香山
TJN	悡
TJO	透明度
TJP	馪
TJQ	鋫
TJR	复制
TJS	梨
TJT	馥
TJU	䖝
TJV	千里迢迢
TJW	馚
TJX	箟
TJY	利率
TKA	各式
TKB	箿
TKC	䇼
TKD	頟
TKE	特別助理
TKF	各
TKG	和
TKH	㸪
TKI	洜
TKJ	和煦
TKK	簞
TKL	各界
TKM	禹
TKN	惒
TKO	程序
TKP	各室
TKQ	兎
TKR	程控
TKS	种植
TKT	敋
TKU	各部
TKV	和好
TKW	雒
TKX	各級
TKY	各方
TLA	衊
TLB	範
TLC	犤
TLD	血
TLE	稩
TLF	盉
TLG	牭
TLH	從輕處罰
TLI	衆
TLJ	笚
TLK	血蹟
TLL	範圍
TLM	簤
TLN	衄
TLP	血案
TLQ	悤
TLR	囪
TLS	稇
TLT	稛
TLU	重點問題
TLV	簍
TLW	稷
TLX	籮
TLY	重點課題
TMA	穠
TMB	身子
TMD	身
TME	身受
TMF	笛
TMG	微
TMH	秈
TMI	微波
TMJ	屲
TMK	逈
TML	秧田
TMM	笧
TMN	簻
TMO	嶴
TMP	身穿
TMQ	向外
TMR	身后
TMS	微机
TMT	奧
TMU	筫
TMV	微妙
TMW	笍
TMX	微弱
TMY	㸽
TNA	特异功能
TNB	乞
TND	愁眉不展
TNE	向心力
TNF	行尸走肉
TNG	笥
TNH	徦
TNI	徲
TNJ	刉
TNK	衛
TNL	衛國
TNN	筷
TNO	得心應手
TNP	迄
TNQ	秘魯
TNR	自己的
TNS	徇情枉法
TNT	簈
TNU	稺
TNV	秘書
TNW	穋
TNX	秜
TNY	笖
TOA	穬
TOB	䎹
TOD	程度不同
TOE	翻騰
TOF	秩序井然
TOG	甃
TOH	延慶縣
TOI	釆
TOJ	稥
TOK	程序員
TOL	釋
TOM	釉
TON	愁
TOO	簩
TOP	翻案
TOQ	鍫
TOR	揫
TOS	醔
TOT	秋季
TOU	夈
TOV	媝
TOW	鶖
TOX	私營經濟
TOY	翻譯
TPA	簺
TPB	牸
TPD	犗
TPE	秾
TPF	徖
TPG	稼
TPH	管
TPI	航空港
TPJ	很容易
TPK	乏味
TPL	管界
TPN	穩定性
TPO	延安精神
TPP	管家
TPQ	箢
TPR	管制
TPS	筞
TPT	秺
TPU	乏
TPV	管好
TPW	箜
TPX	管線
TPY	簶
TQA	牴
TQB	禿
TQD	衡
TQE	觕
TQF	篯
TQG	銜
TQI	筄
TQJ	徇
TQK	笱
TQL	自然界
TQM	衡山
TQN	笣
TQO	穭
TQP	身外之物
TQQ	移
TQR	物
TQS	移植
TQT	黎
TQU	笉
TQV	籙
TQW	物价
TQX	自然經濟
TQY	彴
TRA	箍
TRB	稯
TRC	筢
TRD	稀
TRE	科技力量
TRF	循
TRG	徨
TRH	㸫
TRI	穆
TRJ	千年虫
TRK	筘
TRL	籜
TRM	科技周
TRN	犔
TRO	秩序
TRP	御寒
TRQ	篼
TRR	笅
TRS	我想
TRT	稗
TRU	科技部
TRW	秩
TRX	我
TRY	徼
TSA	篐
TSB	箱子
TSC	很可能
TSD	重要原因
TSE	重要力量
TSF	䇴
TSG	徆
TSH	箱
TSI	重要渠道
TSJ	簟
TSK	牱
TSL	重要因素
TSM	重要內容
TSN	重要性
TSO	種植業
TSP	積極宣傳
TSQ	籕
TSR	重要的
TSS	篥
TST	笨重
TSU	積極開展
TSW	徠
TSX	重要組成部分
TSY	術
TTA	秅
TTB	生物防治
TTC	行得通
TTD	笑
TTE	笑貌
TTF	牦
TTG	牲
TTH	筵
TTI	各种渠道
TTJ	稪
TTK	笿
TTL	篦
TTM	生物體
TTN	秭
TTO	篍
TTP	笑容
TTQ	簃
TTR	篽
TTS	筿
TTT	禾
TTU	犐
TTV	箻
TTW	篵
TTX	龝
TTY	牧
TUA	乘警
TUB	乘除
TUD	犈
TUE	箭
TUF	笠
TUG	犧
TUH	従
TUI	乘法
TUJ	簡
TUK	犃
TUL	乘車
TUM	徶
TUN	乥
TUP	乘客
TUQ	得道多助
TUR	乊
TUS	乘机
TUT	犪
TUU	科普
TUV	稴
TUW	鷑
TUX	乘
TUY	簢
TVA	很苦
TVC	節
TVD	衟
TVE	很
TVF	委
TVG	律
TVH	覣
TVI	箓
TVJ	很早
TVK	笤
TVL	犣
TVM	委曲
TVN	很快
TVO	簘
TVP	逶
TVQ	很多
TVR	魏
TVS	筆杆
TVT	很重
TVU	很冷
TVV	很好
TVW	很低
TVX	很弱
TVY	牣
TWA	筏
TWB	行使職權
TWC	役
TWD	頽
TWE	生命力
TWF	符
TWG	徐
TWH	篠
TWI	黏
TWJ	節假日
TWK	稅
TWL	簽署
TWM	生命財產
TWN	篩
TWO	我們應該
TWP	答案
TWQ	簽名
TWR	稚气
TWS	复合材料
TWT	秹
TWU	秂
TWV	凢
TWW	從
TWX	簽約
TWY	稚
TXA	第七
TXB	每隔
TXC	節約能源
TXD	龜
TXE	胤
TXF	毎
TXG	篆
TXH	第
TXI	各級黨委
TXJ	彿
TXK	後患
TXL	第四
TXM	每周
TXN	牝
TXO	繁榮
TXP	每家
TXQ	箹
TXR	每年
TXS	後來
TXT	繁
TXU	每
TXV	第九
TXW	第八
TXX	秕
TXY	牳
TYA	簱
TYB	稿子
TYC	徹
TYD	各方面
TYE	入股
TYF	䇾
TYG	往
TYH	笇
TYI	入
TYJ	往日
TYK	稿
TYL	生產國
TYM	屳
TYN	篇
TYO	糴
TYP	込
TYQ	往外
TYR	籬
TYS	稿酬
TYT	彷
TYU	徬
TYV	稂
TYW	牨
TYX	稸
TYY	入市
UAA	辛勤工作
UAB	郱
UAC	并能
UAD	疘
UAE	并且
UAF	疳
UAG	瓶
UAH	冴
UAJ	竎
UAK	癱
UAL	新世界
UAM	癀
UAN	疶
UAO	辛勤勞動
UAP	迸
UAQ	艵
UAR	并提
UAS	并要
UAT	并行
UAU	并立
UAV	剏
UAW	瘩
UAX	新世紀
UAY	䇅
UBA	普及工作
UBB	逆耳
UBD	聞
UBE	疓
UBF	逆境
UBG	普及型
UBH	競聘上崗
UBI	逆流
UBJ	兯
UBL	逆轉
UBM	兼聽則明
UBN	塑性
UBO	塑料
UBP	立陶宛
UBQ	聞名
UBS	痾
UBT	塑
UBU	逆差
UBV	部隊建設
UBW	癊
UBY	普及率
UCA	慿
UCC	瘮
UCD	瘆
UCE	痛
UCF	普通老百姓
UCG	闖勁
UCH	痛處
UCI	新能源
UCK	冶
UCL	痛擊
UCM	並通過
UCN	痛心
UCO	馮
UCP	憑空
UCQ	冶金
UCR	痛失
UCS	痛楚
UCT	竢
UCU	疤痕
UCV	疤
UCW	痠
UCX	憑弔
UCY	瘙
UDA	北大荒
UDB	勌
UDC	閎
UDD	閆
UDE	辦
UDF	送走
UDG	㓈
UDH	眷
UDI	
UDJ	閹
UDK	半成品
UDL	送回
UDM	帣
UDN	疣
UDO	准确度
UDP	送
UDQ	觠
UDR	拳
UDS	桊
UDT	牶
UDU	療
UDV	券
UDW	瘞
UDX	辮
UDY	辯
UEA	前期
UEB	瘦子
UEC	前台
UED	閒
UEE	痭
UEF	奨
UEG	疽
UEH	瘦
UEI	前沿
UEJ	前
UEK	瘸
UEL	襲擊
UEM	瘦肉
UEN	癙
UEO	競爭對手
UEP	遂
UEQ	前夕
UER	前提
UES	前來
UET	前往
UEU	豙
UEV	凈
UEW	毅
UEX	瘦弱
UEY	前方
UFA	辛苦
UFB	新臺階
UFC	闔
UFD	㽵
UFE	養雞
UFF	閨
UFG	養殖
UFH	癲
UFI	疛
UFJ	辛
UFK	閈
UFL	凟
UFM	美元貶值
UFN	痣
UFO	辛勞
UFP	凌空
UFQ	羌
UFR	開場白
UFS	辛酸
UFT	閉
UFU	闥
UFV	半封建
UFW	養
UFX	首都經濟
UFY	新老交替
UGA	差
UGB	病院
UGC	羧
UGD	閂
UGE	靖
UGF	
UGG	羥
UGH	疜
UGI	羨
UGJ	羊
UGK	半
UGL	闌
UGM	病
UGN	羞
UGO	羹
UGP	羜
UGQ	冽
UGR	叛
UGS	病根
UGT	義
UGU	善
UGV	痙
UGW	羚
UGX	痍
UGY	癍
UHA	瘧
UHB	半輩子
UHC	疲
UHD	㾇
UHE	門臉
UHF	疲塌
UHG	前些天
UHH	癯
UHI	門源
UHJ	竨
UHK	丫
UHL	疲軟
UHM	站崗
UHN	門
UHO	疲勞
UHP	站定
UHQ	門外
UHR	前些年
UHS	站票
UHT	疲乏
UHU	站立
UHV	并非如此
UHW	疲倦
UHX	疵
UHY	門診
UIA	冰期
UID	並沒有
UIE	痟
UIF	冰雪
UIG	新水平
UIH	龍潭虎穴
UII	閖
UIK	冰川
UIL	美洲國家
UIM	冰山
UIN	冰層
UIO	冰糖
UIP	闛
UIR	前清后欠
UIS	冰柜
UIT	闊
UIU	冰冷
UIV	判決書
UIW	瘠
UIX	闊綽
UIY	冰
UJA	韺
UJB	韷
UJD	間
UJE	竭力
UJF	音
UJG	瘍
UJH	痩
UJI	痋
UJJ	閶
UJK	韻
UJL	瘟
UJM	韶山
UJN	意
UJO	意料
UJP	病虫害
UJQ	竟
UJR	韹
UJS	贛榆
UJT	韸
UJU	瘟疫
UJV	韶
UJW	鶕
UJX	戠
UJY	閺
UKA	部落
UKB	部
UKC	開足馬力
UKD	問
UKE	勏
UKF	咅
