aaaa	工
dmou	面料
dmow	面粉
dmpa	耐寒
dmpf	不败之地
dmpo	不同社会制度
dmpt	不同之处
dmpw	面容
dmqc	面色
dmqh	而外
dmqn	砚
dmqo	不同角度
dmqy	耐久
dmrc	䃬
dmre	面授
dmrg	而后
dmrn	厕所
dmrp	布控
dmrq	不同的
dmrv	耐热
dmsg	耐酸
dmsk	碋
dmtf	布告
dmtg	在同等条件下
dmth	不同程度上
dmtj	不由得
dmtk	面积
dmtm	面向
dmto	不同程度
dmts	面条
dmty	不由自主
dmud	硬骨头
dmue	面前
dmuf	原则立场
dmuj	不同意
dmuk	面部
dmum	不同意见
dmun	䃃
dmvi	不同寻常
dmwa	磮
dmwe	䪾
dmwf	布什
dmwk	不同凡响
dmwn	硶
dmwy	而今
dmxi	面纱
dmxw	不见经传
dmye	布衣
dmyg	砃
dmyi	古典文学
dmyo	面谈
dmyv	布朗
dmyx	不同主张
dmyy	面议
dnab	成荫
dnad	尤其
dnae	碾
dnaj	大屏幕
dnak	在改革中
dnan	盛世
dnas	不惜工本
dnat	感情甚笃
dnaw	奋发工作
dnax	成药
dnbn	成了
dnbs	尮
dnca	不怕艰苦
dncb	不避艰险
dnda	不发达地区
dndd	成套
dndh	盛夏
dndk	百发百中
dndn	尴尬
dndo	成矿
dndp	不发达
dndr	不屈不挠
dndt	夏收夏种
dndu	不懈奋斗
dndw	克己奉公
dndy	臧
dneg	感情用事
dnej	威慑力量
dnev	㞂
dney	尨
dnfa	有恃无恐
dnfb	奋发进取
dnff	雄心勃勃
dnfh	成武
dnfp	硬性规定
dnfr	灰心丧气
dnft	成都
dnfu	三心二意
dnfw	成堆
dnga	成型
dngd	成天
dngf	不属于
dngg	不尽一致
dngk	盛事
dngu	感慨万端
dnhc	嘏
dnie	碿
dnig	盛誉
dnii	㝽
dnin	大惊小怪
dnit	成活
dniv	不敢当
dnjl	尴
dnjs	成果
dnjx	㞁
dnkf	礔
dnkh	大飞跃
dnkk	成品
dnkm	成员
dnld	成因
dnle	㞇
dnlx	奋发图强
dnma	盛典
dnme	尳
dnmm	成册
dnmq	成见
dnmt	成败
dnna	䂥
dnng	盛情
dnnj	䃉
dnnn	不愉快
dnnp	大局已定
dnpg	成家
dnpk	百忙之中
dnpl	大展宏图
dnpo	成灾
dnqb	尯
dnqc	成色
dnqd	不尽然
dnqk	成名
dnqy	尥
dnre	右翼势力
dnrg	磖
dnrh	成年
dnri	硬性摊派
dnrq	大惊失色
dnrs	大屠杀
dnrt	砀
dnrx	成批
dnry	盛情邀请
dnsf	成材
dnsg	成本
dnsh	不敢想
dnsm	不尽相同
dnsv	有必要
dnta	成长
dntf	盛赞
dntg	盛行
dnth	成片
dntn	大书特书
dntt	不怕牺牲
dntu	百尺竿头
dnua	㞉
dnuf	盛装
dnuk	盛况
dnuo	尲
dnut	盛产
dnuu	成立
dnvt	成群
dnvu	不怀好意
dnwe	磟
dnwf	盛会
dnwg	成全
dnwj	尬
dnwn	大快人心
dnwr	成风
dnwu	成倍
dnwv	成分
dnww	成份
dnwy	砄
dnxb	厅局级
dnxg	成绩
dnxl	盛
dnxm	䫆
dnxy	成
dnya	㞈
dnye	成衣
dnyg	成语
dnyi	尤
dnyk	成熟
dnyq	不以为然
dnyt	成为
dnyw	成效
dnyy	成文
doaa	矿工
doad	矿藏
doal	不断巩固
doar	矿区
doau	不断革新
dobg	不断出现
dobt	不断取得
docy	砿
dodb	不断夺取
dodf	不断奋进
dodg	矿石
dodm	三座大山
dodp	不断丰富
dodq	百炼成钢
doec	磷肥
doet	不断胜利
doex	不断加强
dofb	不断地
dofe	不断增加
dofg	䂯
dofh	不断进步
dofj	矿井
doft	不断增长
dofx	不断增强
dogi	态度恶劣
dogn	不断开辟
dogu	不断更新
dogw	不断开创
doif	灰尘
dois	矿渣
doit	不断深入
doiw	不断深化
doju	灰暗
dokb	不断吸取
dolf	盔
doli	励精图治
domm	矿山
donf	不断改进
donn	不断发展
dont	不断发生
donu	不断改善
donx	䃙
dony	灰心
dooe	磱
doog	矿业
dooi	礯
dooj	㓹
doon	灰烬
doos	矿床
doow	大庭广众
dopu	不断完善
doqc	灰色
doqh	磷
dord	不断扩大
dorf	不断推进
dori	矿泉
dorr	灰白
dory	不断提高
dosd	礳
dota	矿长
dotd	态度生硬
doti	百废待兴
dotq	矿物
douf	不断前进
doug	态度端正
doui	不断减少
dout	矿产
douu	垄断部门
doux	不断总结
dovk	磄
dowg	不断体现
dowi	百废俱兴
dowt	不断创造
doxi	硝烟弥漫
doys	态度蛮横
doyw	不断变化
doyy	不应该
dpad	不定期
dpaf	不定期地
dpaw	研究工作
dpbn	确定了
dpbp	研究院
dpdc	硡
dpdh	不宣而战
dpdj	研究成果
dpdk	磍
dpdn	达成
dpds	不寒而栗
dpdy	不容否认
dpeg	达县
dper	有礼貌
dpfb	故宫博物院
dpfc	牵动
dpfi	碂
dpfu	有害无益
dpfx	确定无疑
dpgc	达到
dpgf	大家表示
dpgg	碹
dpgh	碇
dpgk	达赖
dpgm	礗
dpgy	大家一致认为
dphg	达卡
dphk	太空战
dpih	牵涉
dpip	大礼堂
dpjg	大容量
dpju	大祸临头
dpkk	在实践中
dpkm	研究员
dpkn	研究中心
dpkw	达官贵人
dplg	大客车
dplp	牵连
dplx	不容置疑
dpnn	面容憔悴
dpnt	太空飞行
dpof	石家庄
dpog	大农业
dpot	大家庭
dpoy	石家庄市
dppg	研究室
dppq	不祥之兆
dppr	大灾之年
dppt	不实之处
dppy	不实之词
dpqb	碗
dpqe	丰富多彩
dpqk	百家争鸣
dpqp	不容忽视
dprc	丰富的经验
dprf	牵挂
dprg	不容抵赖
dprh	牵扯
dprm	牵制
dprn	研究所
dprq	有害的
dprt	牵手
dpsf	达标
dpsp	大案要案
dpss	研究机构
dptc	不容乐观
dptg	牵
dptk	碦
dptr	有害物质
dptw	大字符集五笔字型软件
dpud	牵头
dpul	研究部署
dpuo	成家立业
dpwa	硿
dpwf	研究会
dpwh	在社会上
dpwi	䃰
dpwk	研究人员
dpwy	不完全统计
dpxc	丰富经验
dpxf	牵线
dpxh	牵引
dpxn	砣
dpyj	研究课题
dpyt	不容许
dpyx	破案率
dqaj	碈
dqas	磔
dqat	三金工程
dqau	不解其意
dqav	确切
dqay	砥
dqbt	克隆
dqda	古尔邦节
dqdb	硊
dqdf	兣
dqdj	兡
dqdo	磁铁矿
dqdp	成名成家
dqdq	兢
dqdr	大包大揽
dqdt	古色古香
dqdy	䃫
dqeb	克服
dqee	勊
dqeh	确
dqet	勀
dqfg	大包干
dqfi	尅
dqfk	兙
dqfp	有名无实
dqfq	砸锅卖铁
dqga	三角形
dqgf	不急于
dqgw	不负责任
dqhh	大名鼎鼎
dqhp	大饱眼福
dqhu	龙争虎斗
dqid	胡锦涛
dqil	春色满园
dqiy	三角洲
dqjt	克星
dqkf	㚚
dqlg	面包车
dqly	顾名思义
dqmm	克山
dqmq	不多见
dqnt	耐久性
dqnu	不久以前
dqnx	有错必纠
dqog	确凿
dqor	大多数人的
dqov	大多数
dqow	大多数人
dqoy	䂹
dqpg	确定
dqpo	不解之迷
dqpq	布鲁塞尔
dqpu	确实
dqpx	不解之缘
dqpy	达尔罕茂明安联合旗
dqqm	不锈钢
dqqn	有色金属
dqqu	奓
dqqw	䃢
dqrh	砍掉
dqrk	克扣
dqrm	克制
dqru	克拉
dqry	不然的话
dqta	泰然自若
dqtb	奅
dqtf	兛
dqtl	破镜重圆
dqtn	兞
dqtp	不够重视
dqtq	大错特错
dqtu	不外乎
dque	不久前
dquu	确立
dqvh	碀
dqwa	砍伐
dqwf	百儿八十
dqwg	三角债
dqwj	大煞风景
dqwk	确保
dqws	不包分配
dqwt	有色人种
dqwv	兝
dqwy	砍
dqyf	灰色市场
dqyg	鸪
dqyl	磂
dqyn	有错就改
dqyr	有争议的
dqyt	三句话不离本行
dqyw	确认
drae	大白菜
draf	原著
drak	有所区别
drbb	原子
drbj	原阳
drbm	研制出
drbr	大打出手
drcq	在所难免
drcy	㼋
drda	研制成功
drdd	百看不厌
drde	原有
drdf	大气压
drdj	百年不遇
drdm	有所不同
drdn	研制成
drdr	不折不扣
drdt	在所不辞
drdy	百年大计
drer	原貌
drfb	原地
drfe	有所增加
drfh	原盐
drfl	原载
drga	原型
drgf	有损于
drgg	大提琴
drgj	原理
drgo	原来
drgr	三反五反
drgs	不拘一格
drgu	原平
drgw	克拉玛依
drhw	磃
dria	不拘小节
drii	原
drim	原油
drin	愿
dris	䃯
drjf	原野
drjg	有的是
drjs	不失时机
drkk	爽口
drld	原因
drle	成年累月
drlf	大兵团
drmg	愿同
drmh	原由
drmj	原则
drmk	厒
drml	䀇
drnf	大气层
drnn	爽快
drnu	有所改善
droa	原煤
drou	原料
drpd	有所突破
drpg	原定
drpj	原审
drpp	不白之冤
drpr	百年之后
drpv	百年之好
drqc	磈
drqk	原名
drqq	厄瓜多尔
drqy	秦皇岛
drrf	大势所趋
drrm	礩
drro	鷞
drrr	爽
drrw	不择手段
drrx	大拇指
drry	有所提高
drsg	原本
drsh	在技术上
drsp	面授机宜
drss	碑林
drsu	原样
drsw	百年树人
drtc	厉兵秣马
drtd	原籍
drtf	碑
drth	原版
drtr	不打自招
drtu	成批生产
drtv	原委
drtw	有失身份
drty	原稿
drud	原状
druf	原装
drug	原判
druj	愿意
drut	有所准备
druw	盛气凌人
drvc	原始
drwb	原创
drwh	大气候
drwn	不近人情
drwq	硬质合金
drwt	原件
drwu	原位
drww	成年人
drwy	不失众望
drxx	成反比
dryg	原主
dryn	愿望
dryt	不失为
dryv	爽朗
dryx	胡搅蛮缠
dryy	原文
dsam	在本世纪内
dsap	大本营
dsar	奇葩
dsbj	不可限量
dsbr	不可阻挡
dsce	有可能
dscm	奇观
dscr	不可能的
dsdh	不可不
dsdn	大可不必
dsdr	有根有据
dsds	大模大样
dsdy	不可否认
dseo	有机肥料
dsfg	不相干
dsfi	磦
dsfp	克格勃
dsfr	不可动摇
dsft	奇才
dsga	不可一世
dsgb	克林顿
dsgg	砵
dsgj	盛极一时
dsgy	不可开交
dshd	厢
dshe	不可战胜
dshg	不相上下
dsht	成本上升
dsie	大材小用
dsij	大西洋联盟
dsip	厅堂
dsit	在校学生
dsiu	大西洋
dsjc	不要紧
dsjf	磹
dsjg	碴
dsjm	奇遇
dsjy	奇景
dskc	攲
dskf	奇
dskg	砢
dski	砥柱中流
dskj	剞
dskk	㚡
dskm	䫑
dsko	鵸
dskw	欹
dsly	不可思议
dsmt	奇峰
dsna	奇异
dsnc	奇怪
dsnf	不可避免地
dsnq	不可避免
dsnr	不可收拾
dsog	不可磨灭
dsou	原材料
dsov	存栏数
dspw	不相容
dsqp	不可忽视
dsqs	古树名木
dsqt	不可多得
dsri	不可缺少
dsrk	有本质区别
dsrm	奇缺
dsrn	不可掉以轻心
dsrq	厂校挂钩
dsrr	不可抗拒
dssh	歴
dssj	大检查
dssq	不可想象
dsst	成本核算
dssu	㚞
dssy	厯
dsta	厅长
dstf	奇特
dstg	在校生
dsto	大相径庭
dstq	不相称
dstw	不可告人
dsub	奇闻
dsud	太极拳
dsul	不可逆转
dsux	大西北
dsvi	奇妙
dswc	硹
dswd	有机合成
dswf	不可逾越
dswj	不可估量
dswo	不可偏废
dswq	不可侵犯
dsws	成本分析
dswt	还本付息
dsww	䂾
dsxj	不可终日
dsxw	有机结合
dsyo	奇迹
dsyu	不可言状
dsyy	不要忘记
dtaa	帮工
dtae	三等功
dtah	䂫
dtaj	大智若愚
dtal	面向世界
dtam	在短期内
dtan	面向基层
dtav	厇
dtaw	不乏其人
dtax	厉行节约
dtbh	帮
dtbk	不称职
dtbn	不行了
dtbu	故障
dtdd	不复存在
dtde	成竹在胸
dtdf	寿辰
dtdg	有条有理
dtdh	不得不
dtdi	不知不觉
dtdj	硚
dtdk	不辞而别
dtdm	故而
dtdt	不得而知
dtdu	有利有弊
dtdy	有条不紊
dtec	䃑
dteg	帮助
dtej	有生力量
dtel	䃲
dtfd	故城
dtff	不得超过
dtfg	面向未来
dtfk	有备无患
dtfm	礸
dtfo	焘
dtft	帮教
dtfu	寿
dtfx	䂷
dtfy	有行无市
dtgd	大循环
dtgf	有利于
dtgg	在特殊情况下
dtgj	㸴
dtgk	故事
dtgo	不务正业
dtgq	三千万
dtgr	有利形势
dtgt	三长两短
dtgu	三番五次
dthf	砟
dthg	成千上万
dthl	春秋战国
dthp	硟
dthx	故此
dtia	大街小巷
dtig	寿光
dtih	在生活上
dtik	在生活中
dtip	不科学
dtiu	大敌当前
dtje	不自量力
dtjf	故里
dtjh	䂰
dtjs	有利时机
dtjt	寿星
dtjy	不管是谁
dtkc	邫
dtkg	硌
dtlg	不利因素
dtlr	硇
dtlx	磇
dtmd	礇
dtnc	百般刁难
dtnd	故居
dtng	有生以来
dtni	砾
dtnk	在我心中
dtnn	矿务局
dtny	帮忙
dtoa	三季度
dtoi	不适应
dtol	磻
dtpf	不毛之地
dtpg	不稳定
dtpi	不智之举
dtpk	故宫
dtpr	有生之年
dtpu	奉系军阀
dtpw	面向社会
dtpy	砭
dtqd	大自然
dtqr	厂长负责制
dtre	克敌制胜
dtrf	矿物质
dtrg	在我看来
dtrj	百般挑剔
dtrr	不知所措
dtrt	帮手
dtry	硪
dtsb	耍笔杆子
dtsl	有利可图
dtsu	布告栏
dtsw	不得要领
dttc	不怎么
dttd	磿
dtth	在各自的岗位上
dtti	厤
dttm	在很短的时间内
dttn	不徇私情
dtto	㷴
dttq	古生物
dtts	不管怎样
dttw	有利条件
dtty	不管怎么说
dtua	不辞辛苦
dtud	不知道是否
dtuh	大处着眼
dtuj	故意
dtul	不简单
dtuq	三等奖
dtut	不知道
dtuy	䂢
dtvt	不咎既往
dtwg	寿命
dtwh	磫
dtwl	面向全国
dtwn	百科全书
dtwq	帮你
dtwr	不等价交换
dtwt	故作
dtww	故人
dtxn	㥻
dtxt	故乡
dtyf	面向市场
dtyt	不知为什么
dtyw	邦交
dtyx	大牲畜
dtyy	㚒
duag	碰巧
duah	硑
duan	雄姿英发
duau	歪门邪道
dubh	蹷
dubj	劂
dubn	确立了
dubo	鷢
dubp	磀
dubs	三北防护林
dubw	厥
dudg	磁石
dudh	大慈大悲
dudm	百闻不如一见
dudn	有头有尾
dudo	百问不烦
dudp	龙门石窟
dudq	不准确
dudt	奋斗历程
dudu	不闻不问
dueb	不着边际
dued	礲
dueg	礀
dueh	厚着脸皮
duen	磁力
duep	礈
duey	䃍
dufa	大部地区
dufb	厚颜无耻
dufe	礢
dufj	辜
dufk	在前进中
dufn	磁场
dufp	有关专家
dufu	有意无意
duga	磋
dugc	碰到
dugf	有益于
dugg	在新形势下
dugi	䃹
dugj	大道理
dugk	磁带
dugo	奋斗到底
dugt	有关政策
dugy	礒
duhb	大半辈子
duhf	眘
duhg	磁卡
duhq	䙽
duhs	奋斗目标
duif	有关法规
duin	有关当局
duir	不减当年
dujf	昚
dujg	鹩
duji	尞
dujy	䨅
dukg	碚
dukk	矿产品
dukq	䂱
dulh	䃅
dulj	磳
duln	有意思
dulp	有关国家
dulu	破关斩将
duma	三部曲
dumg	三门峡
dumq	春意盎然
dunb	耐着性子
dune	奇装异服
dung	成立以来
dunk	碰壁
dunt	磁性
duog	碰
duop	有关精神
duou	㶫
duox	奋斗业绩
dupa	大奖赛
dupr	而立之年
dupu	盛况空前
duqm	辜负
duqr	磁铁
duqw	有关负责人
durg	在新的历史条件下
durj	在新的一年里
durl	故意杀人罪
durq	有益的
durt	故意挑衅
duru	碰撞
durx	在新的世纪
dusb	磁极
dusc	否决权
dusd	磸
dute	磁盘
dutf	有关条款
dutg	大半生
duty	有奖征文
duub	磁疗
duud	磁头
duuh	硬着头皮
duui	矿产资源
duuj	有关问题
duuo	有关资料
duuu	有关部门
duuw	有关单位
duvo	磏
duwa	大部分地区
duwf	有关人士
duwh	大半个
duwk	有关人员
duwo	三资企业
duwp	故意伤害
duwr	龙卷风
duws	磁体
duwu	原单位
duwv	大部分
duwx	磁化
duxn	礠
duxx	磁
duyd	有关方面
duye	肆意诋毁
duyg	在北京召开
duyk	有意识
duyn	三头六臂
duyu	磋商
duyw	有关文件
duyy	不善言谈
dvbp	大杂院
dvcq	厩
dvdj	不妨碍
dvdx	有始有终
dven	感召力
dvey	硍
dvfh	砕
dvfj	䃤
dvfp	不好过
dvfy	友好城市
dvgh	硉
dvgk	大好事
dvgr	大好形势
dvgy	不妨一试
dvij	䃗
dvim	大好河山
dvit	三好学生
dviy	碌
dvji	大好时光
dvjs	大好时机
dvln	䃳
dvlp	友好国家
dvop	友好精神
dvow	大杂烩
dvpw	原始社会
dvss	原始森林
dvst	友好相处
dvtg	友好往来
dvtr	碯
dvtx	友好条约
dvul	不好意思
dvut	友好关系
dvuw	大刀阔斧
dvvy	大姑娘
dvwf	友好人士
dvwk	在群众中
dvwl	友好代表团
dvwt	友好合作关系
dvww	友好合作
dvxb	成群结队
dvxw	成群结伙
dvyk	在建设中
dvyu	友好访问
dvyy	不妨试试
dwab	春节
dwad	厚今薄古
dwag	砼
dwap	夏令营
dwar	歪风邪气
dwaw	春花
dwbb	大个子
dwbg	不仅限于
dwbu	春联
dwcd	不仅能在
dwce	奉劝
dwcq	不仅能够
dwcy	砓
dwdc	不但不能
dwdd	百货大厦
dwdg	礁石
dwdh	不仅不
dwdi	春耕
dwdk	百依百顺
dwdn	顾全大局
dwdo	不伦不类
dwdp	古今有之
dwds	百货大楼
dwdt	有令不行
dwdw	左邻右舍
dwdy	克什克腾旗
dwea	㦼
dweb	不舒服
dwee	感人肺腑
dwef	舂
dwen	憃
dweq	不分胜负
dwet	有偿服务
dwfc	春运
dwff	㚝
dwfg	春雨
dwfi	磜
dwfl	春雷
dwfm	奉献
dwfq	百亿元
dwfs	不合规格
dwft	成倍增长
dwfx	确信无疑
dwfy	成人教育
dwga	大会开幕
dwgd	奏
dwgf	不低于
dwgg	硷
dwgh	不公正
dwgj	奉
dwgk	蠢事
dwgo	泰来
dwgr	不分青红皂白
dwgs	硢
dwgu	磴
dwgw	三位一体
dwgy	研修班
dwhg	大体上
dwhj	㫪
dwhk	百分点
dwhy	胡作非为
dwid	春风满面
dwif	不合法
dwig	春光
dwik	不会满足
dwip	大会堂
dwit	破釜沉舟
dwiu	泰
dwix	奢侈浪费
dwjf	春
dwjg	不仅是
dwjh	砎
dwjj	蠢
dwjn	惷
dwjp	不合时宜
dwjq	春晚
dwjr	不合时宜的
dwkj	大合唱
dwkk	存储器
dwkq	古今中外
dwla	三八国际劳动妇女节
dwlf	不假思索
dwlg	泰国
dwlm	在全国范围内
dwly	有偿转让
dwmm	泰山
dwmw	秦岭
dwno	䃖
dwnp	磓
dwnu	㤗
dwny	不会改变
dwoh	百货店
dwov	百分数
dwpa	春寒
dwpd	百分之百
dwpi	奉公守法
dwpj	存储容量
dwpp	百分之
dwpu	成人之美
dwpv	泰安
dwqc	春色
dwqn	大使馆
dwqo	压倒多数
dwqt	大伙儿
dwrb	大公报
dwrf	威信扫地
dwrj	在今后几年里
dwrm	百分制
dwro	耕作制度
dwrt	春播
dwry	砜
dwsi	大体相当
dwsn	不仅可以
dwsv	不仅要
dwtb	春季
dwtd	不合适
dwtg	奉行
dwth	不分彼此
dwti	故伎重演
dwtj	不值得
dwtk	泰和
dwto	春秋
dwtp	春华秋实
dwtq	大人物
dwtr	不值得一提
dwtt	有何特长
dwtu	秦
dwtw	％
dwua	大会闭幕
dwuc	雄伟壮观
dwud	奉送
dwuf	泰斗
dwuj	春意
dwut	不人道
dwuu	威风凛凛
dwux	雁北
dwva	三八妇女节
dwvh	不仅如此
dwvk	耐人寻味
dwvo	鳫
dwvt	有令即行
dwvw	大众媒介
dwwc	不仅仅
dwwe	有偿使用
dwwf	春风化雨
dwwg	奉命
dwwh	不仅仅如此
dwwj	不仅仅是
dwwk	硲
dwwm	赝
dwwn	百货公司
dwwo	不合作态度
dwwr	有价值的
dwws	大集体
dwwt	不信任
dwww	㰰
dwwx	大众化
dwwy	雁
dwxb	大使级
dwxr	三八红旗手
dwxx	百分比
dwyc	砱
dwyd	㕍
dwyf	百货商场
dwyg	碓
dwyi	大众文学
dwyk	在会谈中
dwyn	砛
dwyo	礁
dwys	磼
dwyt	泰州
dwyu	有价证券
dwyw	奏效
dwyx	百分率
dwyy	矾
dxbf	面红耳赤
dxbw	牵强附会
dxdb	破绽百出
dxdh	大红大紫
dxdm	不约而同
dxdx	有张有弛
dxfj	龙井
dxfm	寿比南山
dxgb	袭击
dxgg	龙王
dxgp	寿终正寝
dxha	成绩卓著
dxhq	成绩斐然
dxia	龙江
dxic	历经沧桑
dxih	在经济上
dxis	龙潭
dxit	龙海
dxiy	不经济
dxja	成绩显著
dxje	不结盟
dxjf	不结盟运动
dxjg	大约是
dxjh	砩
dxjj	㚕
dxjp	有线电视
dxjt	不结盟政策
dxjy	不结盟会议
dxke	不费吹灰之力
dxkg	聋哑
dxkj	䃨
dxkk	龙口
dxlk	有比较才能有鉴别
dxmd	龙岩
dxmm	龙山
dxoc	历经磨难
dxon	垄断
dxor	有线广播
dxpb	成绩突出
dxri	龙泉
dxrs	牵线搭桥
dxtd	三级简码
dxte	龙舟
dxtt	胡编乱造
dxud	龙头
dxul	成绩单
dxuy	龙门
dxvi	破纪录
dxwc	龙凤
dxwg	三结合
dxwk	在编人员
dxxh	在组织上
dxxn	砒
dxxr	䃈
dxyb	聋
dxyd	砻
dxye	袭
dxyf	垄
dxyg	䶭
dxyi	龙
dxyw	龚
dxyy	詟
dyac	有计划有步骤
dyad	有效期
dyai	有计划商品经济
dyaj	有计划
dyao	不计其数
dyat	太医
dyau	在这期间
dyaw	有计划按比例
dybb	太子
dybj	太阳
dyce	䃵
dyck	硫
dyda	磅礴
dydd	百读不厌
dydg	碎石
dydi	大为不满
dydk	不言而喻
dydn	大言不惭
dydr	飙
dydt	有言在先
dydw	不谋而合
dydy	太太
dyei	㕈
dyep	戍边
dyfb	有效地
dyfj	䃴
dyfn	大市场
dyfw	丈夫
dyfy	三讲教育
dyga	在京开幕
dygg	砫
dygq	不良现象
dygu	太平
dygw	邦交正常化
dygy	研讨班
dyhp	唇亡齿寒
dyid	太湖
dyij	大放光明
dyit	在京举行
dyiw	研讨洽谈会
dyiy	砯
dyja	成效显著
dyjf	在这里
dyjg	成交量
dyjj	成效明显
dyjk	不良影响
dyjr	有效遏制
dyjt	不识时务
dyjy	不论是谁
dyki	䃄
dykk	碻
dyks	碠
dykt	礅
dykw	丰衣足食
dyle	䃶
dylf	盇
dylg	䃪
dyna	碥
dync	大为改观
dynd	不讲情面
dyne	大放异彩
dynn	砨
dynt	有效性
dynu	态
dynw	奒
dyny	奇谈怪论
dyoa	态度
dyod	在主席台就座的有
dyov	太康
dyoy	硛
dypa	友谊赛
dypb	古文字
dypf	有识之士
dypi	迏
dypm	不义之财
dypr	在这之后
dypt	成交额
dypu	在这之前
dypw	太空
dyqp	成交金额
dyri	不识抬举
dyrj	不良后果
dyro	不良反应
dyrr	太白
dyrs	不计报酬
dyrv	态势
dyry	有效措施
dysb	太极
dysr	有效机制
dysy	有话要说
dytd	䃚
dytf	奇迹般地
dytg	在这种情况下
dyth	碎片
dytj	不言自明
dytk	太和
dyts	尤为重要
dytt	不亦乐乎
dytw	不讲条件
dyty	胡言乱语
dyua	在京闭幕
dyuh	碲
dyuq	大义凛然
dyus	不变资本
dyuu	不良资产
dyuy	磅
dyve	硠
dyvg	在京召开
dyvy	有话好说
dywb	太仓
dywe	磙
dywf	碎
dywh	在这个基础上
dywn	砊
dywr	不良风气
dyws	不变价格
dywt	有效途径
dywu	胡说八道
dyww	在这个时候
dywx	古文化
dywy	感谢信
dyxp	友谊比赛
dyxy	戍
dyyd	在这方面
dyyk	在讲话中
dyyx	有效率
dyyy	在讲话中强调
eaao	加工工业
eaay	䏼
eaba	加工出口区
eace	加工能力
eadg	加工厂
eady	臓
eaec	受苦受难
eaed	朦胧
eaee	腊月
eafd	毁坏
eafs	腜
eafy	腻
eagf	毁于
eago	毁灭
eahm	臔
eaiy	胨
eajd	膜
eajg	腊
eajn	臈
eakf	䐙
eakk	膒
eako	臙
eaky	貛
ealq	䑅
eamd	朠
eamf	䐟
eamw	䐵
eamy	䐽
eans	䐑
eany	脦
eaog	加工业
eape	朦
eaqh	䐭
eaqj	䐶
eaqn	䏘
eart	用其所长
eary	䝙
eass	毁林
eauq	月工资
eavn	㥯
eawc	毁
eawq	䥣
eawr	㩓
eawx	㬸
eawy	㬴
eayf	膵
eayk	㬻
eayw	加工订货
ebax	服药
ebay	采取切实措施
ebbh	郛
ebco	鵩
ebcy	服
ebdw	采取不正当手段
ebdy	采取有效措施
ebeg	月乃用舟家衣下
ebeh	服用
ebet	㔜
ebga	服刑
ebgf	受聘于
ebhf	边防战士
ebif	乳汁
ebkk	乳品
ebkr	边防哨所
ebmh	朏
ebmm	乳山
ebnn	乳
ebpl	边防军
ebqa	采取多种形式
ebqn	服饰
ebrn	服气
ebry	采取措施
ebte	服务
ebtf	采取行动
ebtk	嗠
ebtn	㲗
ebtw	服役
ebub	边防部队
ebuf	服装
ebux	边防前线
ebwo	䳕
ebww	服从
ebyn	乳房
ebyy	䏜
ecag	胫
eccc	腏
ecdd	肥大
ecen	肥力
eceu	肥胖
ecfd	肥城
echi	受骗上当
ecii	肥水
ecit	肥沃
ecju	蜰
eckg	胎
eckm	驾驶员
ecll	肥田
ecmq	覶
ecmw	肥肉
ecns	腬
ecou	肥料
ecqt	胎儿
ecra	肥皂
ecte	胎盘
ectg	䏬
ecwt	朘
ecyw	肥效
ecyy	肞
edap	膸
edbg	䐛
edbn	受不了
edcq	胜不骄败不馁
edcy	肱
eddn	办不成
eddt	胸有成竹
eddx	脍不厌细
edec	胚胎
edem	腼腆
edfe	脤
edfn	胯
edfp	力大无穷
edfu	悬而未决
edgc	办不到
edgf	加在一起
edhd	䝟
edhg	胚
edhh	肨
edhi	䐼
edhk	脴
edhm	䫠
edht	夓
edhy	肧
edjg	貊
edjn	腌
edmd	腼
edmi	澃
edmj	胹
edml	盨
edmu	䇓
edmv	媭
edmx	頾
edmy	须
ednx	胆大心细
edny	肬
edog	采矿业
edoy	脄
edqg	胆大包天
edqq	䐒
edri	䝠
edrs	遥感技术
edsk	䐀
edtd	须知
edtr	爱不释手
eduf	䐻
edug	用不着
edui	膫
edvp	爱厂如家
edwd	腠
edwg	䏾
edwj	䐏
edwn	力不从心
edwu	朋友们
edww	脥
edxy	胧
edyg	朋友遍天下
edyy	肽
eeaa	月工
eeaf	脑力劳动
eeah	月牙
eear	腰肌劳损
eeau	月薪
eebg	脬
eebm	月出
eeck	月台
eedc	朋友
eeee	月
eeem	䝱
eeen	勰
eeer	劦
eeev	姭
eefa	遥遥无期
eeff	月坛
eefj	月刊
eefw	胆力过人
eefy	脟
eegc	䐘
eegg	月球
eegs	月末
eegw	䑂
eehc	膄
eeif	肝脑涂地
eeig	月光
eeiy	䏮
eekh	月中
eemm	服服帖帖
eenh	㽰
eeoq	月底
eepu	月初
eepy	肺腑之言
eeqc	月色
eeqg	鹏
eeqn	腉
eerb	月报
eerm	脱胎换骨
eerp	胁迫
eesj	肝胆相照
eesy	䐆
eety	月入
eeut	月产
eevg	脮
eewt	遥遥领先
eewu	膘肥体壮
eeww	月份
eewy	胁
eexd	膎
eeyk	月亮
eeyw	月夜
efam	膹
efbb	肚子
efcb	脚
efcl	䐦
efcy	肢
efdf	胸无大志
efdj	臑
efdm	頱
efef	腾云驾雾
efei	边干边学
efej	肝胆
efeo	肝脏
efet	膨胀
effa	边远地区
effg	胿
effq	膮
efgh	脚下
efhc	肚皮
efhg	䐈
efhh	脚步
efhw	虢
efia	悬壶济世
efif	肤浅
efiy	脚注
